策略,日期,时段序号,时间标签,电价_元每kWh,实际负荷_kWh,实际光伏_kWh,计划购电量_kWh,调整后购电量_kWh,上调量_kWh,下调量_kWh,充电量_kWh,放电量_kWh,期末SOC_kWh,紧急购电量_kWh,剩余电量_kWh,计划购电费_元,调整成本_元,紧急购电费_元,总成本_元,期初SOC_kWh
方法D_动态分位数加小时滚动,2025-01-01,15,02:40:00,0.4348,684.9959166666665,0.0,586.3207666666666,624.9053094805483,38.58454281388174,0.0,0.0,0.0,10050.0,60.09060718611818,0.0,254.93226934666666,25.16483882321367,130.63698002262092,410.7340881925013,10050.0
方法D_动态分位数加小时滚动,2025-01-01,16,02:50:00,0.4335,666.1490833333332,0.0,586.4253,623.9527990882689,37.52749908826888,0.0,0.0,0.0,10050.0,42.19628424506436,0.0,254.21536755,24.40225628214684,91.460446101177,370.07806993332383,10050.0
方法D_动态分位数加小时滚动,2025-01-01,17,03:00:00,0.4357,683.6983333333333,0.0,586.8496,623.34901362823,36.499413628229945,0.0,0.0,0.0,10050.0,60.34931970510331,0.0,255.69037072,23.854191776729678,131.47099297756753,411.01555547429723,10050.0
方法D_动态分位数加小时滚动,2025-01-01,18,03:10:00,0.4374,681.0096166666666,0.0,587.8210166666667,658.0393777777778,70.21836111111111,0.0,0.0,0.0,10050.0,22.970238888888844,0.0,257.11291269,46.070266724999996,50.23591244999991,353.41909186499987,10050.0
方法D_动态分位数加小时滚动,2025-01-01,19,03:20:00,0.4371,688.9604333333333,0.0,589.5475666666666,657.8422590591058,68.29469239243917,0.0,0.0,0.0,10050.0,31.1181742742275,0.0,257.69124138999996,44.777415067102744,68.0087698763242,370.47742633342693,10050.0
方法D_动态分位数加小时滚动,2025-01-01,20,03:30:00,0.4356,696.53,0.0,590.8134666666666,657.2371902508368,66.42372358417015,0.0,0.0,0.0,10050.0,39.29280974916321,0.0,257.35834608,43.40126098989678,85.57973963367748,386.3393467035743,10050.0
方法D_动态分位数加小时滚动,2025-01-01,21,03:40:00,0.4353,658.8951833333333,0.0,590.2131166666666,654.8171276113692,64.60401094470262,0.0,0.0,0.0,10050.0,4.07805572196412,0.0,256.91976968499995,42.18318894634358,8.875888278854905,307.97884691019846,10050.0
方法D_动态分位数加小时滚动,2025-01-01,22,03:50:00,0.436,651.7916,0.0,591.0662666666666,653.9004169511579,62.83415028449133,0.0,0.0,0.0,10050.0,0.0,2.1088169511579054,257.70489226666666,41.09353428605733,0.0,298.798426552724,10050.0
方法D_动态分位数加小时滚动,2025-01-01,23,04:00:00,0.4378,683.2183333333334,0.0,593.3678333333332,654.480609215831,61.11277588249777,0.0,0.0,0.0,10050.0,28.737724117502353,0.0,259.7764374333333,40.132759922036286,62.906878093212654,362.8160754485822,10050.0
方法D_动态分位数加小时滚动,2025-01-01,24,04:10:00,0.4401,687.3103833333332,0.0,593.6596833333333,678.5547555555555,84.89507222222221,0.0,0.0,0.0,10050.0,8.755627777777704,0.0,261.269626635,56.04348192749999,19.266758924999838,336.5798674874999,10050.0
方法D_动态分位数加小时滚动,2025-01-01,25,04:20:00,0.4389,694.8344666666667,0.0,592.7863833333333,675.3557106617824,82.56932732844905,0.0,0.0,0.0,10050.0,19.478756004884303,0.0,260.173943645,54.35951664668443,42.746130052718605,357.27959034440306,10050.0
方法D_动态分位数加小时滚动,2025-01-01,26,04:30:00,0.4364,710.04,0.0,593.3378666666666,673.6451640988015,80.30729743213487,0.0,0.0,0.0,10050.0,36.39483590119846,0.0,258.93264501333334,52.56915689907549,79.41353193641504,390.9153338488239,10050.0
方法D_动态分位数加小时滚动,2025-01-01,27,04:40:00,0.4393,702.8703666666667,0.0,596.6757666666666,674.7830036942752,78.10723702760856,0.0,0.0,0.0,10050.0,28.087362972391475,0.0,262.11966429666666,51.468763839342664,61.693892768857886,375.2823209048672,10050.0
方法D_动态分位数加小时滚动,2025-01-01,28,04:50:00,0.4422,710.3095,0.0,597.78025,673.7476984282399,75.96744842823989,0.0,0.0,0.0,10050.0,36.56180157176004,0.0,264.33842655,50.38920854245152,80.83814327516144,395.56577836761295,10050.0
方法D_动态分位数加小时滚动,2025-01-01,29,05:00:00,0.4395,723.6499999999999,0.0,595.1624999999999,669.0487804564114,73.88628045641144,0.0,0.0,0.0,10050.0,54.60121954358851,0.0,261.57391874999996,48.70953039088924,119.98617994703575,430.26962908792495,10050.0
方法D_动态分位数加小时滚动,2025-01-01,30,05:10:00,0.4333,701.3701333333333,0.00034999999999999994,590.6065,688.7055138888888,98.09901388888886,0.0,0.0,0.0,10050.0,12.664269444444471,0.0,255.90979645000002,63.75945407708332,27.437139751388948,347.1063902784723,10050.0
方法D_动态分位数加小时滚动,2025-01-01,31,05:20:00,0.4439,717.02055,0.0,589.4851833333333,684.8967234423656,95.41154010903222,0.0,0.0,0.0,10050.0,32.1238265576344,0.0,261.6724728816667,63.52977398159911,71.29883304466955,396.5010799079354,10050.0
方法D_动态分位数加小时滚动,2025-01-01,32,05:30:00,0.4301,742.765,0.0,578.4554499999999,671.2531410786107,92.7976910786108,0.0,0.0,0.0,10050.0,71.51185892138926,0.0,248.79368904499995,59.86843039936575,153.7862526104476,462.4483720548133,10050.0
方法D_动态分位数加小时滚动,2025-01-01,33,05:40:00,0.3713,691.4395,0.004983333333333333,1383.659783333333,1473.9152331424498,90.25544980911673,0.0,833.3333333333333,0.0,10800.0,50.852616857550174,0.0,513.7528775516666,50.267772771187566,94.4078831960419,658.4285335188961,10050.0
方法D_动态分位数加小时滚动,2025-01-01,34,05:50:00,0.5708,749.6888833333334,0.0,591.1401999999999,678.9230545684967,87.78285456849676,0.0,0.0,0.0,10800.0,70.76582876483667,0.0,337.42282615999994,75.15968008154692,201.96567529484386,614.5481815363908,10800.0
方法D_动态分位数加小时滚动,2025-01-01,35,06:00:00,0.9099,894.8966666666666,0.0,0.0,0.0,0.0,0.0,0.0,753.6318807007063,9962.63124366588,141.2647859659603,0.0,0.0,0.0,642.6841437521364,642.6841437521364,10800.0
方法D_动态分位数加小时滚动,2025-01-01,36,06:10:00,0.9368,906.8165166666665,0.06948333333333333,0.0,0.0,0.0,0.0,0.0,787.832,9087.262354776993,118.91503333333321,0.0,0.0,0.0,556.9980161333328,556.9980161333328,9962.63124366588
方法D_动态分位数加小时滚动,2025-01-01,37,06:20:00,0.8758,886.1488333333333,0.0,0.0,0.0,0.0,0.0,0.0,745.2541719990719,8259.202163666912,140.8946613342614,0.0,0.0,0.0,616.9777219827307,616.9777219827307,9087.262354776993
方法D_动态分位数加小时滚动,2025-01-01,38,06:30:00,0.8759,899.9699999999999,0.0,0.0,0.0,0.0,0.0,0.0,716.6774446289813,7462.893891856933,183.29255537101858,0.0,0.0,0.0,802.7297462473759,802.7297462473759,8259.202163666912
方法D_动态分位数加小时滚动,2025-01-01,39,06:40:00,0.8601,907.9001166666667,0.9676999999999999,0.0,0.0,0.0,0.0,0.0,679.279279460581,6708.1391369007315,227.6531372060856,0.0,0.0,0.0,979.022316554771,979.022316554771,7462.893891856933
方法D_动态分位数加小时滚动,2025-01-01,40,06:50:00,0.8442,907.4001666666666,0.0,0.0,0.0,0.0,0.0,0.0,647.6955459621636,5988.477419164994,259.704620704503,0.0,0.0,0.0,1096.213203993707,1096.213203993707,6708.1391369007315
方法D_动态分位数加小时滚动,2025-01-01,41,07:00:00,0.8334,905.605,0.5125,0.0,0.0,0.0,0.0,0.0,617.6814027900715,5302.164749398248,287.41109720992847,0.0,0.0,0.0,1197.6420420737718,1197.6420420737718,5988.477419164994
方法D_动态分位数加小时滚动,2025-01-01,42,07:10:00,0.8092,908.2136333333333,29.299216666666666,0.0,696.1591958333333,696.1591958333333,0.0,0.0,0.0,5302.164749398248,182.75522083333328,0.0,0.0,844.9980319025001,739.4276234916665,1584.4256553941666,5302.164749398248
方法D_动态分位数加小时滚动,2025-01-01,43,07:20:00,0.7972,918.3340333333333,70.24933333333333,0.0,644.1877986393786,644.1877986393786,0.0,0.0,0.0,5302.164749398248,203.89690136062143,0.0,0.0,770.3197696129689,812.733048823437,1583.052818436406,5302.164749398248
方法D_动态分位数加小时滚动,2025-01-01,44,07:30:00,0.7644,912.6666666666666,112.85,0.0,584.7040120573911,584.7040120573911,0.0,0.0,0.0,5302.164749398248,215.11265460927552,0.0,0.0,670.4216202250046,822.1605659166511,1492.5821861416557,5302.164749398248
方法D_动态分位数加小时滚动,2025-01-01,45,07:40:00,0.6899,888.2369166666667,158.4685333333333,0.00033188914731033665,1338.1649751039324,1338.1646432147852,0.0,833.3323383084908,0.0,6052.16385387589,224.93574653789165,0.0,0.00022897032272940125,1384.7996810308202,775.9158576824572,2160.7157676836,5302.164749398248
方法D_动态分位数加小时滚动,2025-01-01,46,07:50:00,0.86,1014.0193833333333,209.26175,0.0,482.62389682573223,482.62389682573223,0.0,0.0,53.46202899097544,5992.761599441473,268.6717075166256,0.0,0.0,622.5848269051946,1155.28834232149,1777.8731692266847,6052.16385387589
方法D_动态分位数加小时滚动,2025-01-01,47,08:00:00,1.1617,1219.3333333333333,265.38124999999997,0.0,0.0,0.0,0.0,0.0,627.9222139582912,5295.070250598927,326.02986937504215,0.0,0.0,0.0,1893.7444962649322,1893.7444962649322,5992.761599441473
方法D_动态分位数加小时滚动,2025-01-01,48,08:10:00,1.1683,1244.9157833333334,322.92019999999997,0.0,0.0,0.0,0.0,0.0,776.0772430555555,4432.762202759421,145.91834027777782,0.0,0.0,0.0,852.3819847326391,852.3819847326391,5295.070250598927
方法D_动态分位数加小时滚动,2025-01-01,49,08:20:00,1.0956,1204.2818333333332,370.85434999999995,0.0,0.0,0.0,0.0,0.0,692.9244134549341,3662.846187809494,140.50306987839917,0.0,0.0,0.0,769.6758167938707,769.6758167938707,4432.762202759421
方法D_动态分位数加小时滚动,2025-01-01,50,08:30:00,1.0849,1202.6883333333333,415.01875,0.0,0.0,0.0,0.0,0.0,637.4848948996934,2954.529637920946,150.18468843363985,0.0,0.0,0.0,814.6768424082794,814.6768424082794,3662.846187809494
方法D_动态分位数加小时滚动,2025-01-01,51,08:40:00,1.061,1226.9500666666665,471.05243333333334,0.0,0.0,0.0,0.0,0.0,576.3914497016448,2314.094693808007,179.50618363168837,0.0,0.0,0.0,952.2803041661068,952.2803041661068,2954.529637920946
方法D_动态分位数加小时滚动,2025-01-01,52,08:50:00,1.043,1212.5855,520.35525,0.0,0.0,0.0,0.0,0.0,531.274562195639,1723.7896247017416,160.9556878043611,0.0,0.0,0.0,839.3839118997431,839.3839118997431,2314.094693808007
方法D_动态分位数加小时滚动,2025-01-01,53,09:00:00,1.036,1179.5483333333332,558.49375,0.0,27.03427042556126,27.03427042556126,0.0,0.0,471.4106622315668,1200.0000000000007,122.60965067620509,0.0,0.0,42.0112562413222,635.1179905027424,677.1292467440646,1723.7896247017416
方法D_动态分位数加小时滚动,2025-01-01,54,09:10:00,1.0147,1203.6460333333332,600.2996166666667,0.0,602.1607041666662,602.1607041666662,0.0,-6.821210263296962e-13,0.0,1200.0,1.1857124999996813,0.0,0.0,916.5186997768742,6.015712368748383,922.5344121456226,1200.0000000000007
方法D_动态分位数加小时滚动,2025-01-01,55,09:20:00,0.9922,1204.9252166666665,645.9392,0.0,540.8769711838568,540.8769711838568,0.0,0.0,0.0,1200.0,18.109045482809734,0.0,0.0,804.987196212934,89.83897464021909,894.8261708531531,1200.0
方法D_动态分位数加小时滚动,2025-01-01,56,09:30:00,0.97,1183.2216666666666,691.6374999999999,0.0,485.9889329102848,485.9889329102848,0.0,0.0,0.0,1200.0,5.595233756381958,0.0,0.0,707.1138973844644,27.136883718452495,734.2507811029169,1200.0
方法D_动态分位数加小时滚动,2025-01-01,57,09:40:00,0.9422,1216.1920166666666,733.9133666666667,0.0,433.30679994705486,433.30679994705486,0.0,0.0,0.0,1200.0,48.971850052945,0.0,0.0,612.3925003651726,230.70638559942392,843.0988859645965,1200.0
方法D_动态分位数加小时滚动,2025-01-01,58,09:50:00,0.9569,1218.8626,770.79175,0.0,385.54509217637053,385.54509217637053,0.0,0.0,0.0,1200.0,62.52575782362942,0.0,0.0,553.3921480553535,299.1544883071549,852.5466363625084,1200.0
方法D_动态分位数加小时滚动,2025-01-01,59,10:00:00,0.9977,1183.2433333333333,806.1062499999999,0.0,341.8107145351354,341.8107145351354,0.0,0.0,-0.0,1200.0,35.32636879819802,0.0,0.0,511.5368248375568,176.2255907498108,687.7624155873676,1200.0
方法D_动态分位数加小时滚动,2025-01-01,60,10:10:00,0.9919,1187.5868999999998,846.7837333333333,0.0,385.1418805555553,385.1418805555553,0.0,0.0,0.0,1200.0,0.0,44.33871388888883,0.0,573.0333469845829,0.0,573.0333469845829,1200.0
方法D_动态分位数加小时滚动,2025-01-01,61,10:20:00,0.9588,1182.7184,889.7921333333334,0.0,341.7088742524565,341.7088742524565,0.0,0.0,0.0,1200.0,0.0,48.78260758578995,0.0,491.4457029498829,0.0,491.4457029498829,1200.0
方法D_动态分位数加小时滚动,2025-01-01,62,10:30:00,0.9549,1164.3616666666667,915.7875,0.0,301.4700871448966,301.4700871448966,0.0,0.0,0.0,1200.0,0.0,52.89592047822998,0.0,431.8106793219926,0.0,431.8106793219926,1200.0
方法D_动态分位数加小时滚动,2025-01-01,63,10:40:00,0.9839,1183.1616999999999,906.3296333333333,0.0,260.9486451607969,260.9486451607969,0.0,0.0,-0.0,1200.0,15.88342150586982,0.0,0.0,385.1210579605621,78.13849209812658,463.25955005868866,1200.0
方法D_动态分位数加小时滚动,2025-01-01,64,10:50:00,0.799,1198.9988333333333,899.3687666666666,0.0,223.91549039476524,223.91549039476524,0.0,0.0,0.0,1200.0,75.71457627190148,0.0,0.0,268.36271523812616,302.4797322062464,570.8424474443725,1200.0
方法D_动态分位数加小时滚动,2025-01-01,65,11:00:00,0.5025,1189.1966666666667,895.35,0.0,1026.3362900263944,1026.3362900263944,0.0,833.3333333333333,0.0,1950.0,100.84370997360543,0.0,0.0,773.6009786073946,253.3698213086836,1026.9707999160782,1200.0
方法D_动态分位数加小时滚动,2025-01-01,66,11:10:00,0.4662,1173.8245,863.8287,575.1709166666665,1056.6067583333331,481.43584166666665,0.0,833.3333333333333,0.0,2700.0,86.72237500000006,0.0,268.1446813499999,336.6680840775,202.14985612500013,806.9626215525001,1950.0
方法D_动态分位数加小时滚动,2025-01-01,67,11:20:00,0.5007,1178.1945833333332,855.2501833333333,0.0,1028.9484550492773,1028.9484550492773,0.0,833.3333333333333,0.0,3450.0,127.32927828405582,0.0,0.0,772.7917371647599,318.7688481841338,1091.5605853488937,2700.0
方法D_动态分位数加小时滚动,2025-01-01,68,11:30:00,0.4827,1188.195,882.4624999999999,0.0,1004.4311430956815,1004.4311430956815,0.0,833.3333333333333,0.0,4200.0,134.63469023765174,0.0,0.0,727.2583691584282,324.9408248885725,1052.1991940470007,3450.0
方法D_动态分位数加小时滚动,2025-01-01,69,11:40:00,0.4785,1161.8398833333333,905.7907333333333,179.27676165948728,986.9742237944504,807.6974621349631,0.0,833.3333333333333,0.0,4950.0,102.40825953888293,0.0,85.78393045406466,579.7248534473697,245.01176094677743,910.5205448482118,4200.0
方法D_动态分位数加小时滚动,2025-01-01,70,11:50:00,0.4662,1108.0822833333332,909.2501833333333,520.1245166666658,950.9322363136175,430.8077196469517,0.0,833.3333333333333,0.0,5700.0,81.23319701971559,0.0,242.4820496699996,301.2638383491133,189.35458225295704,733.10047027207,4950.0
方法D_动态分位数加小时滚动,2025-01-01,71,12:00:00,0.4432,1078.5483333333332,888.6187499999999,486.40290000000005,905.4084169049091,419.0055169049091,0.0,833.3333333333333,0.0,6450.0,117.85449976175755,0.0,215.57376528,278.55486763838354,261.1655714720547,755.2942043904383,5700.0
方法D_动态分位数加小时滚动,2025-01-01,72,12:10:00,0.4411,1113.5309166666666,854.4422166666666,480.4124499999998,997.7674888888887,517.3550388888889,0.0,833.3333333333333,0.0,7200.0,94.65454444444458,0.0,211.9099316949999,342.30796148083334,208.7605977722225,762.9784909480558,6450.0
方法D_动态分位数加小时滚动,2025-01-01,73,12:20:00,0.4551,1097.5452333333333,853.0815833333332,485.29999999999995,988.4818270820357,503.18182708203574,0.0,833.3333333333333,0.0,7950.0,89.3151562512976,0.0,220.86003,343.4970742575517,203.2366380498277,767.5937423073793,7200.0
方法D_动态分位数加小时滚动,2025-01-01,74,12:30:00,0.4463,1047.3283333333334,883.7624999999999,488.6069666666681,978.0038644902388,489.3968978235707,0.0,833.3333333333333,0.0,8700.0,18.895302176428004,0.0,218.06528922333396,327.6267532479894,42.16486680669909,587.8569092780225,7950.0
方法D_动态分位数加小时滚动,2025-01-01,75,12:40:00,0.4113,1091.3220333333334,899.9666,498.27073333333317,974.2603472433916,475.98961391005844,0.0,833.3333333333333,0.0,9450.0,50.428419423275045,0.0,204.93875261999995,293.6617923018106,103.70604454396512,602.3065894657757,8700.0
方法D_动态分位数加小时滚动,2025-01-01,76,12:50:00,0.5682,1124.61315,896.2747999999999,0.0,991.7311962164717,991.7311962164717,0.0,833.3333333333333,0.0,10200.0,69.9404871168615,0.0,0.0,845.252498535299,198.70092389900356,1043.9534224343024,9450.0
方法D_动态分位数加小时滚动,2025-01-01,77,13:00:00,0.8279,1113.7266666666665,876.96875,0.0,185.7596990461618,185.7596990461618,0.0,0.0,0.0,10200.0,50.99821762050465,0.0,0.0,230.68568226047603,211.10712184007897,441.79280410055503,10200.0
方法D_动态分位数加小时滚动,2025-01-01,78,13:10:00,0.8636,1131.8271333333332,849.6027333333333,0.0,309.27671666666674,309.27671666666674,0.0,0.0,0.0,10200.0,0.0,27.052316666666684,0.0,400.6370587700001,0.0,400.6370587700001,10200.0
方法D_动态分位数加小时滚动,2025-01-01,79,13:20:00,0.8416,1152.6694166666666,838.2422333333334,0.0,313.59226482902784,313.59226482902784,0.0,0.0,0.0,10200.0,0.8349185043052785,0.0,0.0,395.87887512016476,3.513337066116612,399.39221218628137,10200.0
方法D_动态分位数加小时滚动,2025-01-01,80,13:30:00,0.8618,1139.1299999999999,840.64375,0.0,323.2062351804425,323.2062351804425,0.0,0.0,0.0,10200.0,0.0,24.719985180442563,0.0,417.80870021775803,0.0,417.80870021775803,10200.0
方法D_动态分位数加小时滚动,2025-01-01,81,13:40:00,0.8623,1091.0875333333333,828.9307333333333,0.0,330.30621596033694,330.30621596033694,0.0,0.0,0.0,10200.0,0.0,68.14941596033691,0.0,427.23457503389784,0.0,427.23457503389784,10200.0
方法D_动态分位数加小时滚动,2025-01-01,82,13:50:00,0.9026,1089.9788333333331,794.9587333333334,0.0,342.0179562129182,342.0179562129182,0.0,0.0,0.0,10200.0,0.0,46.99785621291858,0.0,463.0581109166699,0.0,463.0581109166699,10200.0
方法D_动态分位数加小时滚动,2025-01-01,83,14:00:00,0.9754,1128.995,746.4375,0.0,0.0,0.0,0.0,0.0,360.19645727251196,9799.781714141653,22.361042727487984,0.0,0.0,0.0,109.05480538195891,109.05480538195891,10200.0
方法D_动态分位数加小时滚动,2025-01-01,84,14:10:00,1.0002,1122.80195,701.56515,0.0,0.0,0.0,0.0,0.0,430.66237083333306,9321.267968771283,0.0,9.42557083333304,0.0,0.0,0.0,0.0,9799.781714141653
方法D_动态分位数加小时滚动,2025-01-01,85,14:20:00,0.9978,1103.8968833333333,676.7385999999999,0.0,0.0,0.0,0.0,0.0,450.64801055688406,8820.547957041412,0.0,23.489727223550744,0.0,0.0,0.0,0.0,9321.267968771283
方法D_动态分位数加小时滚动,2025-01-01,86,14:30:00,1.0271,1091.4966666666664,655.7375,0.0,0.0,0.0,0.0,0.0,474.20292474263454,8293.655818438485,0.0,38.44375807596816,0.0,0.0,0.0,0.0,8820.547957041412
方法D_动态分位数加小时滚动,2025-01-01,87,14:40:00,1.0906,1066.4271166666667,608.0204833333332,0.0,0.0,0.0,0.0,0.0,500.80306978914325,7737.207963117215,0.0,42.396436455809635,0.0,0.0,0.0,0.0,8293.655818438485
方法D_动态分位数加小时滚动,2025-01-01,88,14:50:00,0.9376,1032.7642333333333,571.8360666666666,0.0,0.0019804965607755536,0.0019804965607755536,0.0,0.0,531.2714803086923,7146.9063183297785,0.0,70.34529413858627,0.0,0.0027853703630747384,0.0,0.0027853703630747384,7737.207963117215
方法D_动态分位数加小时滚动,2025-01-01,89,15:00:00,0.6694,1025.7816666666665,554.55625,112.0898666666667,1396.6663969427386,1284.576530276072,0.0,833.3333333333333,0.0,7896.9063183297785,0.0,92.10764694273894,75.03295674666668,1289.843294050204,0.0,1364.8762507968706,7146.9063183297785
方法D_动态分位数加小时滚动,2025-01-01,90,15:10:00,0.66,1076.5969666666665,523.18625,266.73269362139905,1452.3924749999999,1185.6597813786009,0.0,833.3333333333333,0.0,8646.906318329779,0.0,65.64842500000009,176.04357779012338,1173.8031835648148,0.0,1349.8467613549383,7896.9063183297785
方法D_动态分位数加小时滚动,2025-01-01,91,15:20:00,0.7217,1103.8142833333332,476.73754999999994,197.52351666666664,1482.920776826553,1285.3972601598864,0.0,833.3333333333333,0.0,9396.906318329779,0.0,22.510710159886685,142.55272197833332,1391.506803986085,0.0,1534.0595259644183,8646.906318329779
方法D_动态分位数加小时滚动,2025-01-01,92,15:30:00,0.7308,1082.2683333333332,417.5,244.8140333333332,1517.826765840969,1273.012732507636,0.0,833.3333333333333,0.0,10146.906318329779,0.0,19.725099174302613,178.91009555999992,1395.4765573748705,0.0,1574.3866529348704,9396.906318329779
方法D_动态分位数加小时滚动,2025-01-01,93,15:40:00,0.7534,1062.5086,348.2825,295.5346166666667,1448.8283709949928,1153.293754328326,0.0,725.6596021955729,0.0,10799.999960305795,0.0,8.942668799420062,222.65578019666668,1303.337271766441,0.0,1525.9930519631077,10146.906318329779
方法D_动态分位数加小时滚动,2025-01-01,94,15:50:00,0.7823,1059.0188333333333,293.69269999999995,345.77750000000015,761.6963909321694,415.91889093216923,0.0,0.0,0.0,10799.999960305795,3.629742401163867,0.0,270.50173825000013,488.06002256435397,14.197737402152466,772.7594982165066,10799.999960305795
方法D_动态分位数加小时滚动,2025-01-01,95,16:00:00,0.8055,1067.375,254.29999999999998,394.9314833333333,799.4560587712274,404.5245754378941,0.0,0.0,0.0,10799.999960305795,13.618941228772655,0.0,318.11730982499995,488.76681827283556,54.85028579888187,861.7344138967173,10799.999960305795
方法D_动态分位数加小时滚动,2025-01-01,96,16:10:00,0.8271,1074.1619999999998,208.20041666666668,445.4316500000001,873.2864569444446,427.8548069444445,0.0,0.0,0.0,10799.999960305795,0.0,7.324873611111343,368.41651771500005,530.818066235625,0.0,899.234583950625,10799.999960305795
方法D_动态分位数加小时滚动,2025-01-01,97,16:20:00,0.8519,1066.5764333333332,161.37031666666667,495.69658333333325,911.8300841232508,416.13350078991755,0.0,0.0,0.0,10799.999960305795,0.0,6.623967456584296,422.2839193416666,531.7561939843962,0.0,954.0401133260627,10799.999960305795
方法D_动态分位数加小时滚动,2025-01-01,98,16:30:00,0.8791,1048.6916666666666,117.76874999999998,547.11905,951.8523559463733,404.7333059463733,0.0,0.0,0.0,10799.999960305795,0.0,20.929439279706685,480.972356855,533.7015738861852,0.0,1014.6739307411851,10799.999960305795
方法D_动态分位数加小时滚动,2025-01-01,99,16:40:00,0.9024,1039.4858833333333,73.40638333333334,599.9854333333333,993.6308587348767,393.64542540154343,0.0,0.0,0.0,10799.999960305795,0.0,27.551358734876885,541.42685504,532.8384478235292,0.0,1074.265302863529,10799.999960305795
