策略,日期,计划购电量_kWh,调整后购电量_kWh,上调量_kWh,下调量_kWh,紧急购电量_kWh,剩余电量_kWh,计划购电费_元,调整成本_元,紧急购电费_元,总成本_元
方法B_固定净负荷0.80分位数,2025-01-26,97854.8616052119,97854.8616052119,0.0,0.0,227.8418499999998,5555.857963333332,62682.74399748459,0.0,689.827862204998,63372.57185968959
方法B_固定净负荷0.80分位数,2025-01-27,98004.82953582075,98004.82953582075,0.0,0.0,155.61840333333316,9137.6757,62769.5849973881,0.0,499.0274756466663,63268.61247303476
方法B_固定净负荷0.80分位数,2025-01-28,98057.11134146848,98057.11134146848,0.0,0.0,240.89749333333373,6489.754013333333,62802.0538982259,0.0,728.1700804716669,63530.22397869757
方法B_固定净负荷0.80分位数,2025-01-29,98109.48740716092,98109.48740716092,0.0,0.0,102.74673666666683,11999.177639999998,62833.108131130626,0.0,332.0164268633346,63165.12455799396
方法B_固定净负荷0.80分位数,2025-01-30,97626.14583177058,97626.14583177058,0.0,0.0,143.81094666666718,9204.60267,62510.43091247238,0.0,632.825691598335,63143.25660407072
方法B_固定净负荷0.80分位数,2025-01-31,97197.08166108334,97197.08166108334,0.0,0.0,0.0,53615.65932,62210.95722451392,0.0,0.0,62210.95722451392
方法B_固定净负荷0.80分位数,2025-02-01,97197.0816610835,97197.0816610835,0.0,0.0,0.0,58001.806436666666,62210.95722451391,0.0,0.0,62210.95722451391
方法B_固定净负荷0.80分位数,2025-02-02,97197.08166108355,97197.08166108355,0.0,0.0,10.559680000000185,14034.264100000002,62210.95722451391,0.0,66.1778933133345,62277.135117827245
方法B_固定净负荷0.80分位数,2025-02-03,96704.98062272681,96704.98062272681,0.0,0.0,4.407136666666588,11687.294543333333,61885.74648397352,0.0,9.4956463766665,61895.24213035018
方法B_固定净负荷0.80分位数,2025-02-04,96311.47658384025,96311.47658384025,0.0,0.0,45.240743333333285,10372.647426666668,61601.042864436364,0.0,128.68510543999935,61729.72796987636
方法B_固定净负荷0.80分位数,2025-02-05,97044.65376580645,97044.65376580645,0.0,0.0,8.37879333333342,11477.91312,62166.65631996862,0.0,52.62301153000054,62219.27933149862
方法B_固定净负荷0.80分位数,2025-02-06,97699.85101076993,97699.85101076993,0.0,0.0,7.977026666666802,12621.056373333333,62613.14735289633,0.0,29.465028470000686,62642.61238136633
方法B_固定净负荷0.80分位数,2025-02-07,50076.229770278085,50076.229770278085,0.0,0.0,28.165526666666665,14234.75309,26249.12997554054,0.0,178.79612318666668,26427.92609872721
方法B_固定净负荷0.80分位数,2025-02-08,49550.545376506685,49550.545376506685,0.0,0.0,42.74833666666666,13947.942900000002,26005.50006321098,0.0,294.7030250066666,26300.203088217648
方法B_固定净负荷0.80分位数,2025-02-09,96511.4108614771,96511.4108614771,0.0,0.0,0.26875666666660436,12144.555506666667,61696.028143727424,0.0,0.5185659883332131,61696.54670971576
方法B_固定净负荷0.80分位数,2025-02-10,94904.55324690918,94904.55324690918,0.0,0.0,17.708333333333485,15861.84784,60595.55645620702,0.0,119.23020833333436,60714.786664540356
方法B_固定净负荷0.80分位数,2025-02-11,95820.01805184025,95820.01805184025,0.0,0.0,23.10654666666676,15823.794679999999,61074.54295819567,0.0,116.38957626666726,61190.93253446234
方法B_固定净负荷0.80分位数,2025-02-12,96411.5628335033,96411.5628335033,0.0,0.0,11.244016666666766,16334.366399999999,61748.19651038028,0.0,74.32229439166734,61822.51880477194
方法B_固定净负荷0.80分位数,2025-02-13,97160.01539978618,97160.01539978618,0.0,0.0,6.5031166666665285,21029.420433333333,62219.51053056804,0.0,43.86352191666573,62263.37405248471
方法B_固定净负荷0.80分位数,2025-02-14,49479.65601465608,49479.65601465608,0.0,0.0,7.210583333333375,15622.977716666664,25916.981674046237,0.0,46.859028625000256,25963.840702671238
方法B_固定净负荷0.80分位数,2025-02-15,48978.211719000145,48978.211719000145,0.0,0.0,55.73736666666673,15708.950199999997,25691.129146479212,0.0,366.01908472500037,26057.148231204214
方法B_固定净负荷0.80分位数,2025-02-16,95937.42709002452,95937.42709002452,0.0,0.0,34.643199999999865,15787.492599999998,61278.02480442426,0.0,233.8818627333324,61511.90666715759
方法B_固定净负荷0.80分位数,2025-02-17,94322.82959090441,94322.82959090441,0.0,0.0,17.112599999999702,18430.015333333333,60174.36489869061,0.0,105.82262069166536,60280.18751938228
方法B_固定净负荷0.80分位数,2025-02-18,94892.62171814452,94892.62171814452,0.0,0.0,0.0,18015.425733333333,60434.20737084061,0.0,0.0,60434.20737084061
方法B_固定净负荷0.80分位数,2025-02-19,95935.86380242948,95935.86380242948,0.0,0.0,52.618760000000066,18291.136846666664,61400.74011709994,0.0,231.68090818666693,61632.4210252866
方法B_固定净负荷0.80分位数,2025-02-20,96674.6595310612,96674.6595310612,0.0,0.0,19.450443333333396,20905.695403333335,61874.56896602547,0.0,95.71600114333364,61970.2849671688
方法B_固定净负荷0.80分位数,2025-02-21,48946.68085690228,48946.68085690228,0.0,0.0,27.063466666666557,19352.59164333333,25591.84848328356,0.0,128.86409634833285,25720.71257963189
方法B_固定净负荷0.80分位数,2025-02-22,48380.95084846365,48380.95084846365,0.0,0.0,43.64641666666665,16563.346053333335,25378.481481678704,0.0,237.51018420999986,25615.9916658887
方法B_固定净负荷0.80分位数,2025-02-23,95423.46833681982,95423.46833681982,0.0,0.0,40.59153000000015,19135.036686666663,60913.20236294999,0.0,196.4890965883339,61109.69145953832
方法B_固定净负荷0.80分位数,2025-02-24,93813.74179120312,93813.74179120312,0.0,0.0,55.49844333333317,20942.521953333333,59788.42719791879,0.0,354.6351572433323,60143.06235516212
方法B_固定净负荷0.80分位数,2025-02-25,94240.53579324849,94240.53579324849,0.0,0.0,50.782273333333364,23696.258616666666,59968.522543484316,0.0,265.41636454666707,60233.93890803098
方法B_固定净负荷0.80分位数,2025-02-26,95496.88362390535,95496.88362390535,0.0,0.0,8.804666666666662,21876.50791,61078.240476634914,0.0,55.22727166666664,61133.467748301584
方法B_固定净负荷0.80分位数,2025-02-27,96206.10646864306,96206.10646864306,0.0,0.0,2.4653399999999692,24469.045000000002,61541.09020061637,0.0,15.412852156666474,61556.503052773034
方法B_固定净负荷0.80分位数,2025-02-28,48452.19730249772,48452.19730249772,0.0,0.0,46.479263333333336,21155.10270333333,25312.09206826005,0.0,282.34833795333356,25594.440406213384
方法B_固定净负荷0.80分位数,2025-03-01,47776.69942905271,47776.69942905271,0.0,0.0,24.729569999999967,20151.438283333337,25051.090799366906,0.0,161.55368807166647,25212.644487438574
方法B_固定净负荷0.80分位数,2025-03-02,94930.78171335423,94930.78171335423,0.0,0.0,33.78028000000006,17819.114523333334,60556.70612893037,0.0,166.26559382333375,60722.9717227537
方法B_固定净负荷0.80分位数,2025-03-03,93338.17672022425,93338.17672022425,0.0,0.0,104.03480999999954,16703.75926,59443.17086724003,0.0,574.9167803466639,60018.08764758669
方法B_固定净负荷0.80分位数,2025-03-04,93624.66217404691,93624.66217404691,0.0,0.0,5.561820000000125,19669.10183,59533.82395190801,0.0,27.287181900000743,59561.11113380801
方法B_固定净负荷0.80分位数,2025-03-05,93712.87231600216,93712.87231600216,0.0,0.0,17.917533333333495,22825.89674666667,59720.70791695035,0.0,85.30820165000098,59806.016118600346
方法B_固定净负荷0.80分位数,2025-03-06,93917.8153637933,93917.8153637933,0.0,0.0,32.94888999999989,23291.813976666665,59894.74264718939,0.0,133.91395745999944,60028.6566046494
方法B_固定净负荷0.80分位数,2025-03-07,46395.14373260491,46395.14373260491,0.0,0.0,28.665173333333257,21538.90979,24186.858376709864,0.0,81.56623631999997,24268.424613029863
方法B_固定净负荷0.80分位数,2025-03-08,45048.558802376356,45048.558802376356,0.0,0.0,26.716843333333316,22069.800933333336,23539.097304249313,0.0,130.54764693833323,23669.644951187645
方法B_固定净负荷0.80分位数,2025-03-09,92879.42324694563,92879.42324694563,0.0,0.0,60.382730000000265,24856.715893333334,59017.771585421615,0.0,330.94858237000176,59348.72016779162
方法B_固定净负荷0.80分位数,2025-03-10,90854.88003348123,90854.88003348123,0.0,0.0,117.18639333333294,18211.697356666667,57517.01859523512,0.0,572.8883029133317,58089.90689814845
方法B_固定净负荷0.80分位数,2025-03-11,90798.69308347629,90798.69308347629,0.0,0.0,74.16722666666612,22215.64386666667,57479.46597629469,0.0,400.2570741716643,57879.72305046635
方法B_固定净负荷0.80分位数,2025-03-12,91131.1814545703,91131.1814545703,0.0,0.0,76.4370766666666,24053.786326666668,57676.312536739984,0.0,227.86488453833329,57904.17742127832
方法B_固定净负荷0.80分位数,2025-03-13,91144.57336538102,91144.57336538102,0.0,0.0,88.60491666666667,18993.352196666667,57836.164363305536,0.0,509.71247387666705,58345.8768371822
方法B_固定净负荷0.80分位数,2025-03-14,43792.99075053822,43792.99075053822,0.0,0.0,46.3039133333333,23809.55929666667,22721.653531864922,0.0,249.83621918666617,22971.489751051588
方法B_固定净负荷0.80分位数,2025-03-15,41215.72930141152,41215.72930141152,0.0,0.0,188.33143666666706,16608.448940000002,21547.378560752753,0.0,964.2210693083344,22511.599630061086
方法B_固定净负荷0.80分位数,2025-03-16,89733.1003443487,89733.1003443487,0.0,0.0,21.672816666666563,21685.42808,56667.41517531841,0.0,103.5438204916663,56770.958995810084
方法B_固定净负荷0.80分位数,2025-03-17,87623.73557913383,87623.73557913383,0.0,0.0,77.91911000000016,25172.723463333336,55088.82132519644,0.0,514.0025717866674,55602.82389698311
方法B_固定净负荷0.80分位数,2025-03-18,87510.60432261685,87510.60432261685,0.0,0.0,75.25682333333316,21771.788483333337,55188.720837716275,0.0,383.8696283099995,55572.590466026275
方法B_固定净负荷0.80分位数,2025-03-19,86768.72504849026,86768.72504849026,0.0,0.0,15.415053333333276,22731.792256666668,54391.40783218613,0.0,98.46161859999957,54489.86945078613
方法B_固定净负荷0.80分位数,2025-03-20,87562.07568191813,87562.07568191813,0.0,0.0,156.49358000000018,20868.80978,55137.502787882186,0.0,910.370631693334,56047.87341957552
方法B_固定净负荷0.80分位数,2025-03-21,40308.687542605985,40308.687542605985,0.0,0.0,159.03306999999984,24540.408916666667,20965.160407578634,0.0,762.5154064966657,21727.6758140753
方法B_固定净负荷0.80分位数,2025-03-22,38401.447970362846,38401.447970362846,0.0,0.0,42.106100000000026,18867.803939999994,20138.16431494827,0.0,93.47466566666662,20231.63898061494
方法B_固定净负荷0.80分位数,2025-03-23,85894.65203138621,85894.65203138621,0.0,0.0,121.89807666666695,22602.846346666665,53806.41578134574,0.0,645.5701909816681,54451.985972327406
方法B_固定净负荷0.80分位数,2025-03-24,83785.80812712555,83785.80812712555,0.0,0.0,102.77177333333339,21451.813353333335,52330.647688654644,0.0,303.06269454,52633.71038319465
方法B_固定净负荷0.80分位数,2025-03-25,84543.44134459831,84543.44134459831,0.0,0.0,117.9315333333326,19120.51912333333,52979.274391734085,0.0,526.9052305399968,53506.17962227408
方法B_固定净负荷0.80分位数,2025-03-26,83042.7669951276,83042.7669951276,0.0,0.0,107.61337666666645,23129.61747,51817.09252163588,0.0,381.23841721333224,52198.33093884921
方法B_固定净负荷0.80分位数,2025-03-27,82992.7850682163,82992.7850682163,0.0,0.0,139.5296133333327,20003.625253333335,51854.9579695172,0.0,575.8714054666635,52430.82937498386
方法B_固定净负荷0.80分位数,2025-03-28,37292.54097791008,37292.54097791008,0.0,0.0,116.18607333333314,22957.892336666664,19473.87462778585,0.0,459.36307246166587,19933.23770024752
方法B_固定净负荷0.80分位数,2025-03-29,36607.24497404209,36607.24497404209,0.0,0.0,99.32816666666633,25476.300446831272,19164.24558789681,0.0,525.0078898199993,19689.253477716808
方法B_固定净负荷0.80分位数,2025-03-30,82588.66949104863,82588.66949104863,0.0,0.0,141.88429333333318,22933.98058666667,51486.53424748204,0.0,481.09862451166595,51967.63287199371
方法B_固定净负荷0.80分位数,2025-03-31,80208.85293750324,80208.85293750324,0.0,0.0,68.79205666666667,18901.06865333334,49627.207616616586,0.0,248.78139544499984,49875.98901206159
方法B_固定净负荷0.80分位数,2025-04-01,79582.16777744045,79582.16777744045,0.0,0.0,191.6506366666663,15149.536303333334,49264.22436293638,0.0,966.2490073216666,50230.47337025804
方法B_固定净负荷0.80分位数,2025-04-02,79385.1601684387,79385.1601684387,0.0,0.0,178.3695599999993,14714.23117666667,49343.06021389949,0.0,963.0814327983289,50306.14164669781
方法B_固定净负荷0.80分位数,2025-04-03,78735.90556386659,78735.90556386659,0.0,0.0,166.82867666666687,18626.758163333336,48690.273676685276,0.0,645.1220126283348,49335.395689313606
方法B_固定净负荷0.80分位数,2025-04-04,35538.664013970934,35538.664013970934,0.0,0.0,100.94848999999999,25746.93438,18470.875491092116,0.0,548.8123950966672,19019.68788618878
方法B_固定净负荷0.80分位数,2025-04-05,35232.740268446585,35232.740268446585,0.0,0.0,153.58905666666658,19964.334029999998,18415.456329392124,0.0,421.2319443033331,18836.688273695458
方法B_固定净负荷0.80分位数,2025-04-06,80422.75470897777,80422.75470897777,0.0,0.0,141.69267000000002,21750.16755,49816.63128089585,0.0,654.0469562,50470.678237095846
方法B_固定净负荷0.80分位数,2025-04-07,77280.39534458551,77280.39534458551,0.0,0.0,88.30582333333336,19685.94782666667,47492.9173994936,0.0,362.20715356499977,47855.1245530586
方法B_固定净负荷0.80分位数,2025-04-08,76773.17882076686,76773.17882076686,0.0,0.0,154.39343666666582,18157.385663333338,47109.181475903686,0.0,569.0347168833295,47678.21619278701
方法B_固定净负荷0.80分位数,2025-04-09,76622.37446211379,76622.37446211379,0.0,0.0,220.3333733333336,13275.954826666666,47238.12461047666,0.0,603.1585413516667,47841.28315182833
方法B_固定净负荷0.80分位数,2025-04-10,75964.04216609156,75964.04216609156,0.0,0.0,155.4031033333331,17293.445133333335,46767.85684312001,0.0,680.4449030166646,47448.30174613667
方法B_固定净负荷0.80分位数,2025-04-11,34325.67043874895,34325.67043874895,0.0,0.0,285.2942733333334,25946.20212333333,17761.611060297266,0.0,1133.5117569733338,18895.1228172706
方法B_固定净负荷0.80分位数,2025-04-12,33955.080008491466,33955.080008491466,0.0,0.0,80.67402333333337,21761.57115333333,17694.920142852334,0.0,299.60800973666693,17994.528152589002
方法B_固定净负荷0.80分位数,2025-04-13,76349.72913097386,76349.72913097386,0.0,0.0,121.85276999999996,17795.695853333335,46750.7518105318,0.0,586.6674267699998,47337.4192373018
方法B_固定净负荷0.80分位数,2025-04-14,75007.89378732606,75007.89378732606,0.0,0.0,164.1732800000001,18283.960990000003,45876.91488108913,0.0,650.1641985716665,46527.07907966079
方法B_固定净负荷0.80分位数,2025-04-15,74407.65346059487,74407.65346059487,0.0,0.0,137.08332666666684,20055.234879999996,45401.754576635925,0.0,666.6562893700001,46068.41086600593
方法B_固定净负荷0.80分位数,2025-04-16,73450.39538294691,73450.39538294691,0.0,0.0,215.59834666666666,13597.147713333336,44871.81987908463,0.0,745.9957372666662,45617.81561635129
方法B_固定净负荷0.80分位数,2025-04-17,73678.85740204089,73678.85740204089,0.0,0.0,45.38524333333339,16531.515483333336,45069.23018215987,0.0,254.11127860833406,45323.3414607682
方法B_固定净负荷0.80分位数,2025-04-18,32925.3111025689,32925.3111025689,0.0,0.0,87.6956399999994,23494.77617,17056.52352634653,0.0,349.3598643033321,17405.88339064986
方法B_固定净负荷0.80分位数,2025-04-19,32476.333337017655,32476.333337017655,0.0,0.0,167.9413533333331,22772.62528,16873.11466582266,0.0,538.3233365199991,17411.43800234266
方法B_固定净负荷0.80分位数,2025-04-20,72675.28333689366,72675.28333689366,0.0,0.0,46.77581000000009,16559.3944,44218.18749624679,0.0,101.48591833333353,44319.673414580124
方法B_固定净负荷0.80分位数,2025-04-21,72573.15188870761,72573.15188870761,0.0,0.0,274.9771833333331,20120.71159000001,44208.70454073404,0.0,779.0229333549994,44987.72747408904
方法B_固定净负荷0.80分位数,2025-04-22,71400.03944689427,71400.03944689427,0.0,0.0,192.83052333333308,15271.642833333337,43394.1942418174,0.0,682.2840127283323,44076.478254545735
方法B_固定净负荷0.80分位数,2025-04-23,70450.46143380307,70450.46143380307,0.0,0.0,244.2799166666665,15120.933386666666,42728.92818683612,0.0,761.2352851850004,43490.16347202112
方法B_固定净负荷0.80分位数,2025-04-24,70246.49917568355,70246.49917568355,0.0,0.0,155.3964699999999,19149.042050000004,42713.95431496334,0.0,652.402925965,43366.35724092834
方法B_固定净负荷0.80分位数,2025-04-25,31404.50486475965,31404.50486475965,0.0,0.0,250.61911999999958,26671.94562333333,16252.869585226032,0.0,900.591240428333,17153.460825654365
方法B_固定净负荷0.80分位数,2025-04-26,31344.34026532978,31344.34026532978,0.0,0.0,240.37254999999976,28525.298206666663,16156.9580188104,0.0,945.1641222566661,17102.122141067066
方法B_固定净负荷0.80分位数,2025-04-27,69644.07672794639,69644.07672794639,0.0,0.0,238.41482999999982,17129.36671333334,42188.05458178699,0.0,532.0742682033335,42720.128849990324
方法B_固定净负荷0.80分位数,2025-04-28,69799.98507875112,69799.98507875112,0.0,0.0,529.8501999999995,9556.615766666671,42163.751366141,0.0,1575.0529002683325,43738.80426640933
方法B_固定净负荷0.80分位数,2025-04-29,69972.5294866863,69972.5294866863,0.0,0.0,55.34412999999995,18434.97808666667,42296.75652169997,0.0,253.64342451166587,42550.39994621163
方法B_固定净负荷0.80分位数,2025-04-30,68304.81250018712,68304.81250018712,0.0,0.0,295.24284333333355,16200.831526666665,41202.03547822866,0.0,976.6117359666673,42178.64721419533
方法B_固定净负荷0.80分位数,2025-05-01,68477.8021523248,68477.8021523248,0.0,0.0,1929.1500933333327,15269.106020000001,41370.138917228105,0.0,8906.484387056666,50276.62330428477
方法B_固定净负荷0.80分位数,2025-05-02,30338.978124360052,30338.978124360052,0.0,0.0,2108.2325333333315,15265.057526666662,15583.656718388924,0.0,8618.489831319994,24202.146549708916
方法B_固定净负荷0.80分位数,2025-05-03,30444.056025403643,30444.056025403643,0.0,0.0,1830.3816199999999,20525.27347,15596.145150794082,0.0,9287.260454718333,24883.405605512413
方法B_固定净负荷0.80分位数,2025-05-04,66327.52039468073,66327.52039468073,0.0,0.0,2299.8857466666673,12765.173123333332,39943.04578642858,0.0,10246.380244050004,50189.42603047858
方法B_固定净负荷0.80分位数,2025-05-05,66673.87390541776,66673.87390541776,0.0,0.0,1734.9424599999995,9199.37370333334,39966.549584698456,0.0,7891.002748169999,47857.55233286845
方法B_固定净负荷0.80分位数,2025-05-06,66807.11927990313,66807.11927990313,0.0,0.0,2114.023636666667,11940.131173333328,40138.99610843133,0.0,9010.863152988331,49149.85926141966
方法B_固定净负荷0.80分位数,2025-05-07,66211.57265587285,66211.57265587285,0.0,0.0,1854.35155,8886.727193333336,39663.69605194245,0.0,8775.743569636667,48439.43962157911
方法B_固定净负荷0.80分位数,2025-05-08,66352.16155293377,66352.16155293377,0.0,0.0,2101.0846833333335,8528.409720000001,40058.24605806588,0.0,8983.960363288334,49042.20642135421
方法B_固定净负荷0.80分位数,2025-05-09,29904.28691509194,29904.28691509194,0.0,0.0,1278.7829233333332,19850.957126666664,15288.401102640484,0.0,6466.087607596668,21754.488710237154
方法B_固定净负荷0.80分位数,2025-05-10,29866.61592765607,29866.61592765607,0.0,0.0,1789.6788399999996,16767.649886666662,15337.17224164078,0.0,8277.212122126664,23614.384363767444
方法B_固定净负荷0.80分位数,2025-05-11,63985.15484498525,63985.15484498525,0.0,0.0,2391.059903333332,6801.9580566666655,38254.228555527356,0.0,10982.365856203329,49236.59441173068
方法B_固定净负荷0.80分位数,2025-05-12,64333.231453023756,64333.231453023756,0.0,0.0,2180.850303333333,10468.67193,38527.036993912865,0.0,8352.466947901667,46879.50394181453
方法B_固定净负荷0.80分位数,2025-05-13,65200.46143613931,65200.46143613931,0.0,0.0,1377.2855499999996,9354.57949333333,39114.917762491634,0.0,6708.3861808699985,45823.30394336163
方法B_固定净负荷0.80分位数,2025-05-14,65300.96360115163,65300.96360115163,0.0,0.0,1284.889806666667,9481.74387333333,39033.08925436874,0.0,6106.054119893336,45139.14337426207
方法B_固定净负荷0.80分位数,2025-05-15,64903.9099053241,64903.9099053241,0.0,0.0,683.8760133333324,8729.079673333332,39197.009060471464,0.0,2762.217360683329,41959.226421154795
方法B_固定净负荷0.80分位数,2025-05-16,29770.542632313576,29770.542632313576,0.0,0.0,1154.6270966666673,25460.61709666667,15381.629962251798,0.0,4827.465708205003,20209.0956704568
方法B_固定净负荷0.80分位数,2025-05-17,29691.441481030495,29691.441481030495,0.0,0.0,1562.431690000001,18120.19396,15398.257581781052,0.0,6817.557356230005,22215.81493801106
方法B_固定净负荷0.80分位数,2025-05-18,63360.90619835144,63360.90619835144,0.0,0.0,1935.871493333334,7537.304693333334,37978.879744148006,0.0,5893.9749227983375,43872.85466694635
方法B_固定净负荷0.80分位数,2025-05-19,63832.676157811395,63832.676157811395,0.0,0.0,965.1802966666655,13210.747930000005,38207.02204999239,0.0,5030.063920581662,43237.08597057405
方法B_固定净负荷0.80分位数,2025-05-20,64079.97597753661,64079.97597753661,0.0,0.0,2408.821306666666,7883.3637,38492.496016145415,0.0,10204.959546771664,48697.45556291708
方法B_固定净负荷0.80分位数,2025-05-21,64635.95262812693,64635.95262812693,0.0,0.0,1106.3025266666677,10307.565653333337,38637.928668501314,0.0,4717.857446266671,43355.78611476799
方法B_固定净负荷0.80分位数,2025-05-22,63127.0380475679,63127.0380475679,0.0,0.0,521.1866166666656,8776.627433333335,38143.04621884208,0.0,1927.7017843866631,40070.74800322874
方法B_固定净负荷0.80分位数,2025-05-23,29530.211018434886,29530.211018434886,0.0,0.0,1036.1586100000013,21475.885403333334,15337.741233005634,0.0,4274.461905913338,19612.203138918972
方法B_固定净负荷0.80分位数,2025-05-24,29475.684884127106,29475.684884127106,0.0,0.0,562.6688,23690.49244333333,15453.022636379994,0.0,2423.324493433334,17876.347129813326
方法B_固定净负荷0.80分位数,2025-05-25,62935.754702221486,62935.754702221486,0.0,0.0,539.0871966666667,10947.477296666666,37853.70647016098,0.0,2485.2072401883343,40338.91371034931
方法B_固定净负荷0.80分位数,2025-05-26,62413.90117914177,62413.90117914177,0.0,0.0,2071.1686666666665,6031.807206666668,37451.84987376249,0.0,7544.597971516666,44996.44784527916
方法B_固定净负荷0.80分位数,2025-05-27,63043.08799499726,63043.08799499726,0.0,0.0,712.9908866666658,10481.376750000003,38003.52534264809,0.0,2937.270495426662,40940.79583807476
方法B_固定净负荷0.80分位数,2025-05-28,63942.87443866644,63942.87443866644,0.0,0.0,773.9962666666667,8507.327513333334,38373.44729678018,0.0,2712.757900788332,41086.20519756851
方法B_固定净负荷0.80分位数,2025-05-29,61657.00073374443,61657.00073374443,0.0,0.0,1778.611346666665,5435.010563333333,37412.92861895583,0.0,6626.136238753326,44039.06485770916
方法B_固定净负荷0.80分位数,2025-05-30,29077.262809037024,29077.262809037024,0.0,0.0,752.585526666668,20652.89167666667,15128.167041597208,0.0,2848.481928985006,17976.648970582213
方法B_固定净负荷0.80分位数,2025-05-31,29097.293138704066,29097.293138704066,0.0,0.0,658.8900833333335,18850.46446666666,15267.064717493446,0.0,2387.9186508500006,17654.983368343448
