情景编号,问题2原方案损失_万元,问题3调整方案损失_万元
269,122.80349198842629,105.28714911772632
270,111.8308557762378,95.82910757228275
271,111.42689845447359,95.46512345200009
272,108.95846762025465,93.48255873817348
273,114.24114832211504,97.98967762866215
274,119.01925244967116,102.05695447743128
275,111.69046354488393,95.74990979023222
276,113.72576558001587,97.47215477405442
277,109.49128870999675,93.98272821124674
278,112.03097370661445,96.0308283456121
279,112.89602049849418,96.7448165942197
280,111.12621982146533,95.25869289630671
281,114.01264910196127,97.76153578199288
282,115.51840660232452,98.9543425272453
283,116.45705529667956,100.06877369347576
284,115.57887586986708,98.90544446659206
285,108.97612801976098,93.32910491042512
286,112.76028902649115,96.74199480144144
287,112.1010218058947,96.08938534810486
288,111.6278945259751,95.60847235055579
289,111.74532928358795,95.64640233118489
290,109.61752282013558,93.9039572769552
291,113.06149180367402,96.91323418942129
292,111.24116605448074,95.30256548375607
293,115.11037243779408,98.73275504390328
294,110.83375932643878,94.8658443426782
295,114.03244557198718,97.76311500704395
296,114.75080644038164,98.43601866614875
297,118.07458749214898,101.14584997612639
298,113.78607866217696,97.60130820495979
299,111.96050533468383,95.98918773517488
300,110.30126227737156,94.57938026917407
301,109.89896938649284,94.26564541465453
302,112.8828367472567,96.71491598800742
303,111.42514795718921,95.46649185434418
304,109.3116210669649,93.67400672027087
305,114.67570622233045,98.56494322559902
306,114.22604319704762,97.8273184362159
307,111.91694111069367,95.92317002981201
308,111.45989692249671,95.53844752771242
309,111.57332659654527,95.70098134648792
310,112.13008012441897,96.08521909087574
311,112.48325005375887,96.23788110771441
312,112.55602098096722,96.39265869912461
313,110.44374985930496,94.70917845216815
314,111.46722703864876,95.51382234750845
315,109.76594099105985,94.15973347756108
316,110.76033118026835,94.89017819902516
317,112.48506515396255,96.4332792009881
318,112.29701378978727,96.12630858410185
319,115.78781799799435,99.37719359927831
320,109.8987440907147,94.27571771059723
321,112.51940700617894,96.61906113250954
322,114.40054583213676,98.12289762762848
323,113.55628691686192,97.31078093678407
324,114.52501702827782,98.256063201543
325,111.73303108416123,95.8056967007422
326,111.85772247647364,96.01217615219872
327,121.18572131994364,103.95542094697821
328,115.33330964777284,98.88207167718618
329,111.20562222339522,95.21758153583923
330,112.5727517157216,96.53746743663152
331,118.39405035283995,101.31737307397302
332,110.45564086191251,94.6379564713074
333,114.41108073011115,98.07062762332939
334,113.02359043526465,96.86943282963787
335,112.8982454287418,96.684194853027
336,111.76550743074257,95.81775514416117
337,118.85697373034185,101.7881591579561
338,110.63985447280544,94.91186168998107
339,113.02720992868807,96.88048138592447
340,113.35491316137991,97.20827843038836
341,113.16563262163544,97.01284345359393
342,114.11638145657184,97.86525029193064
343,114.18256239800071,97.78748405120791
344,113.19037798909349,97.06496809201013
345,115.67942646850355,99.0867350439291
346,119.49196343537099,102.57193406428193
347,113.66394380209748,97.55163400510096
348,109.41177631615906,93.73918296929757
349,111.39067059092754,95.3583313801777
350,115.48937157823723,98.95211511290685
351,113.12430225734343,97.04432857023232
352,117.17311785097856,100.42670998153201
353,114.2781751233073,98.16096838123336
354,113.77842149816635,97.49494413005726
355,110.85261026936135,95.15289619473646
356,110.3079115384286,94.56995982370223
357,112.824502995437,96.88182601631121
358,112.51222480647559,96.46189229225082
359,121.11497353161555,103.72592049969388
360,112.79868345562576,96.66300626183906
361,110.4970460397766,94.73628277527163
362,109.62006180688161,94.07999614534624
363,109.64814376933569,94.03427351054381
364,113.75412905417944,97.756402329859
365,109.23849749453392,93.7061565919142
366,112.8328419385372,96.62952417074501
367,113.2101425333652,97.07841214074591
368,113.18991340588002,96.9657027527097
369,108.70964367451316,93.29208239435974
370,115.88587902897665,99.23831254621055
371,116.52731594735775,99.76065279521852
372,111.69666965930094,95.65512038757133
373,114.6872339035305,98.39944016829453
374,113.55521970406946,97.34923250830678
375,119.0312777495239,101.9801016539102
376,112.37156089200398,96.31694926189482
377,113.02033065788069,96.87286203492945
378,113.29267988128123,97.13599425644499
379,112.70329898891237,96.43667684154671
380,111.95843351950113,95.97708151873758
381,114.37710575005059,98.034989344861
382,116.16051841831104,99.43431993708701
383,111.46926589099343,95.54275475768125
384,112.70884449749727,96.65678468421794
385,112.36141139183982,96.281250937406
386,112.90225647526884,96.76954532139341
387,117.88158528517008,100.85536142030597
388,107.68062744450421,92.27302930123838
389,107.87962037006427,92.47855424201359
390,110.36966842672693,94.56696188026207
391,114.00037632424228,97.83405992366318
392,113.48545183660937,97.08525934930216
393,113.33354267452502,97.10028491453156
394,113.65791170633516,97.45315172184058
395,113.7375066905942,97.52346973256186
396,118.79455711337108,101.69777647577514
397,110.01178281497957,94.3692804078919
398,112.63388589323404,96.5743031979211
399,119.07650930257016,102.04488636473529
400,112.0215716716566,96.05847870647224
401,113.32781712689825,97.08931874376186
402,111.14037207780301,95.1966247559535
403,116.66114934478847,99.87306228997826
404,111.6153081856707,95.708034408407
405,109.45261247071943,93.7891064564784
406,112.41684690665404,96.5431640029982
407,109.61908389568383,94.02311975067713
408,111.56715857389935,95.61017766459229
409,111.68515911656807,95.7588335064739
410,112.65776058427424,96.55358234795285
411,112.13484575475806,96.15788844230471
412,115.12799771376707,98.52681907918574
413,116.7604538566584,100.12816188475941
414,117.03394437909981,100.23867708137733
415,118.5274052488923,101.53194491947164
416,113.05481550357959,96.84383862593701
417,111.7232441612753,95.7352371531359
418,114.30443772802965,98.02692407524006
419,109.58316411220954,93.94028432655067
420,110.93206184378332,94.94782125750746
421,112.70701026857975,96.63910305504878
422,112.17982895589306,96.1786052718906
423,112.32604940728035,96.29118118813106
424,112.6552875963876,96.5378782185092
425,112.42511534923254,96.35109006260848
426,114.99255469746886,98.49791254124017
427,117.22245955849358,100.29279859214057
428,111.00088832028085,95.12382960220705
429,111.39054150517866,95.48982838699942
430,112.25668511695056,96.16941809175846
431,113.51169467425242,97.18180525738555
432,110.17144504669426,94.30460101450258
433,116.06083433058623,99.32501456053006
434,112.38448446703168,96.31577372701761
435,113.29714879868146,97.07987727760515
436,111.13355327258094,95.28609547223098
437,109.98786310943359,94.20419680253728
438,115.79185790090105,99.41075734180282
439,112.69195461892674,96.54267794021406
440,114.4753930404163,98.20914918931537
441,107.77497768259069,92.37673228724935
442,111.33688084514668,95.46885305643022
443,114.58495740051342,98.24857249366873
444,112.43050214092749,96.3646405091626
445,111.73994405642813,95.75596603617053
446,112.73113571771047,96.65456809619263
447,111.99797383273487,95.91575429026281
448,110.9497430414314,95.09048596295602
449,120.03673100114752,102.89214658717562
450,114.9881596675212,98.74524250203606
451,107.94819597513006,92.49730145934842
452,115.26859806019642,98.7099557536491
453,112.57156162141484,96.52335722300334
454,112.851859421091,96.78589904593076
455,113.1741684773994,97.03019273474632
456,112.51773304926303,96.38863386155157
457,110.18295591001737,94.51825693907409
458,113.93674780314595,97.65828761120198
459,113.01396269831227,96.84493984373964
460,121.05382628315549,103.75845504407917
461,112.5331383944162,96.55030019590103
462,119.49852951623402,102.13836695459959
463,110.42197005015505,94.65389988672604
464,114.7961277876197,98.26798364800561
465,106.81046510773865,91.56027936422457
466,116.54943319101957,99.72610692956403
467,111.28791232988361,95.2669020200452
468,107.92808631454214,92.49561664217325
469,117.9055803491587,100.906348731174
470,112.38726661463899,96.349839693897
471,112.88971398443067,96.72848146554753
472,113.43344358652654,97.26877203205584
473,110.76438959273497,94.77689691326464
474,108.80651719153238,93.31318317930253
475,112.26550579697087,96.21680059430147
476,116.70966742980099,99.7767631707437
477,115.58286909769646,98.8351915009961
478,113.10185515260996,96.9076871835874
479,111.50722748389671,95.63240690889342
480,113.47447619157123,97.28903041944552
481,112.0667383735717,96.04118208840562
482,112.33595218461608,96.28628293248975
483,113.5912532707768,97.38840471707954
484,114.33857731940628,98.09530587770249
485,121.9403716461172,104.65140115608187
486,117.94656172501186,100.89387545342589
487,112.5357193268944,96.45500863758491
488,112.40745715125283,96.20159090827138
489,115.60336760581953,98.94231711936891
490,112.63945266445555,96.50738309851684
491,117.04858355920985,100.22670100643302
492,112.41622337786721,96.3614828939596
493,112.01048704216285,96.0727443420067
494,109.3614440657356,93.76564403830817
495,110.96862003556458,95.04612419282991
496,111.36806561181923,95.4095706630666
497,109.69470272101708,94.09794021496836
498,112.62857448509712,96.55208374279805
499,108.08842149511617,92.62295251433298
500,111.63793879741095,95.68244797410078
501,113.35805399789601,97.10960634790389
502,111.80008636091854,95.86429307793233
503,110.28098702940723,94.55344345628657
504,112.02191269227748,95.9805447804888
505,111.21236320046545,95.32660153770699
506,115.90189174545628,99.2429631619964
507,113.38235714143067,97.1083392944548
508,110.39827905959638,94.66289916670642
509,110.42025422434632,94.61275305941568
510,113.42376898544066,97.25081951891025
511,112.33773221365294,96.26565024568146
512,113.5121963457513,97.22636740525704
513,112.96617710674204,96.86436081072574
514,113.10032546124606,96.99952267073158
515,110.63857290098417,94.74215650302324
516,112.36958583184834,96.29056183217634
517,110.43105175287435,94.6941614591702
518,110.42493467954783,94.65141372847268
519,114.01765202612887,97.91896270650969
520,114.51548809843956,98.27557566613507
521,112.45045837306449,96.4334401868407
522,114.78265317172838,98.47306535743054
523,109.56581464349676,93.93007576216576
524,109.56424585985064,93.77734922567862
525,112.8528736685633,96.79605673098908
526,110.03469775918964,94.32918957784587
527,110.84648859155097,94.95272242800161
528,111.79844555477942,95.86047473448438
529,108.99051314227333,93.37050073777382
530,110.9800495170708,95.14912342769382
531,116.19700297403217,99.45094675713129
532,120.34776550891641,103.25737768453068
533,111.19634853226418,95.24438605662795
534,110.07669404594812,94.31729184704155
535,113.55482285744871,97.41014690749692
536,114.88225880226307,98.47576482601804
537,109.39560947658643,93.77384906578163
538,113.77128682174495,97.44122651376533
539,112.42959834130177,96.37111900535251
540,118.04833451200571,101.06826064577265
541,112.33009034046785,96.31123588614318
542,109.89059939962588,94.21629135199322
543,110.62831806689152,94.83701925862002
544,110.88789075249352,95.00908633095611
545,115.31516994331108,98.793904254116
546,109.8673294136436,94.26338809906231
547,113.05438999997345,96.96985887306931
548,113.80248883093624,97.539932054027
549,111.62789172645154,95.62776193143833
550,121.73908649256538,104.4537330056508
551,110.18166634989414,94.53416571810006
552,113.27372675026842,97.06011569408716
553,110.82868050939682,94.95758423839882
554,109.197500239568,93.61105101766651
555,112.52272635324091,96.40886230936049
556,112.95897215112524,96.8043541619569
557,112.83180140414689,96.71022478229517
558,112.49851330284746,96.43934724228907
559,112.58302522956188,96.44716432100324
560,112.70748597768885,96.60263293733988
561,113.06030507264326,96.86811275577595
562,117.70531512593305,100.73805769334399
563,113.20016891812764,96.98493612142755
564,112.12405920212466,96.06058103592014
565,112.09229021347517,96.1455524549207
566,111.99559129042534,95.99394789739934
567,116.89042842958614,100.08368935183438
568,122.25292688143142,104.69489245537522
569,109.38037991669596,93.78380668483666
570,112.8121788700409,96.69588281453761
571,116.44317951086998,99.6802319636472
572,114.60087755366207,98.16489699224805
573,112.6447628077921,96.4791633315495
574,115.66596553147468,99.269751564921
575,113.7281926277784,97.49005086935821
576,111.9306547903198,95.87196629634252
577,111.74596331384024,95.83078496866555
578,112.23701589858392,96.21082460144223
579,111.97396831320845,96.02433566358405
580,111.87767445032486,95.96962156984571
581,110.9564512978906,95.1338709594653
582,109.97626702765106,94.27336415616983
583,111.24809896465186,95.30697158081956
584,112.45145036500566,96.38506464444198
585,111.21998385404754,95.38760555029782
586,111.88577568405393,95.91940490606085
587,111.63750152034342,95.70228049860677
588,109.96558414778055,94.36642126640277
589,112.53102317339506,96.46246855612291
590,108.99447656557726,93.48099849465156
591,110.23213539871134,94.33555272285938
592,120.32192724957564,102.9013057896158
593,121.59332708050832,104.24774068433183
594,107.24127450386216,91.9017725601359
595,119.49142039680939,102.22894564103166
596,112.15581107143768,96.2901062021689
597,112.49369543840506,96.38380430365703
598,111.4565340424439,95.45606789563601
599,120.08511343558368,102.6925046619607
600,112.46880061289932,96.33917690234412
601,112.17595754557371,96.14480664238322
602,117.97560393479,101.06604664356269
603,107.51242406413645,92.13751702828984
604,110.50573952508532,94.8234961542565
605,112.50642224022359,96.49991285044693
606,112.13271325373617,96.10128534326884
607,111.7434454825787,95.75249686241965
608,113.46961502941946,97.08985579085669
609,110.70750075230825,94.90283554703822
610,115.27070889081483,98.97507062081944
611,117.48160924164138,100.9677240831701
612,114.47601914493002,98.01786491824242
613,113.65787998958689,97.37757754029428
614,113.41054432693136,97.13806289309916
615,112.47090200740894,96.4549154090048
616,111.18269255922378,95.23746876788377
617,112.5532765817197,96.43591938524571
618,116.3272539210551,99.68097291340311
619,112.58781027813501,96.51589927657582
620,115.21250343418663,98.87012919877333
621,109.0323577276521,93.50493866063476
622,117.087392232302,100.14128632351263
623,114.2518666599771,97.93469537557176
624,113.0169330097643,97.13574000942728
625,109.87905868863179,94.17654566176965
626,110.45257810136349,94.6791687052287
627,111.59566289263554,95.7384669099356
628,112.51788452665687,96.40148389661374
629,114.13935553801815,97.862382909583
630,109.60310950912489,93.97771743020772
631,115.58610068665962,98.98556454730378
632,109.70908836933356,94.11186110075137
633,111.76460640705119,95.8345384699864
634,111.9819772748931,95.97874079473186
635,112.35182502745809,96.37540919089886
636,113.4646631394042,97.26363955865503
637,119.4453306219291,102.18133813969322
638,110.94862750313024,95.02481980729115
639,114.07347077202184,97.85751187639309
640,112.83355886863453,96.59263447135984
641,113.05129169374837,96.93183562841824
642,112.64387524787281,96.4982435220018
643,115.97443944797645,99.23706085459035
644,114.15986492625974,98.01469306624239
645,113.23184470334591,97.03098006284078
646,123.66598382734561,105.96289450013504
647,111.93867162402952,95.94367604151344
648,111.17594267356512,95.32352513705942
649,110.53488701263129,94.69286926129676
650,111.1131996154605,95.28374922052832
651,111.45533378875251,95.47673597514529
652,112.65855890707215,96.47782840887774
653,111.86336747398425,95.9109731820314
654,111.7880607549305,95.76068192975951
655,117.59721937265323,100.6500584692717
656,112.41800957659993,96.4254926685505
657,113.88838054747727,97.59967564912837
658,111.5879051081932,95.76589755680237
659,109.77760420071792,94.18245929594237
660,111.70678125434534,95.69709363003689
661,112.54671517026804,96.45157212970189
662,108.6388568181851,93.20833941711159
663,112.20589470423775,96.22456325801147
664,111.91749070164546,95.97126583191687
665,109.7268599982386,94.18556730029982
666,113.78060129061623,97.52102378022013
667,110.37740451814443,94.76701304509427
668,110.48646210808418,94.6745042402012
669,117.16235493124336,100.26510640694758
670,112.85774542364979,96.7392699549907
671,115.09252552053813,98.59998675919492
672,112.51818427519943,96.5675147041224
673,116.65250564824179,100.14045914851407
674,111.77350120310683,95.7747279406558
675,112.33471924655275,96.31382684857455
676,114.25152530804576,97.95036641369462
677,111.41430288778203,95.44048110809811
678,112.63402252678807,96.53106673753285
679,115.04990906402661,98.41151658202203
680,112.35398750926083,96.25230907125365
681,113.76493760246129,97.52064226131097
682,109.24857583699851,93.68744463179263
683,110.6980002993913,94.88979408943948
684,112.15696914498166,96.16649537386023
685,114.50942998023646,98.2529002441846
686,111.92295853788207,95.94212151501128
687,110.80538959936408,94.85023008361874
688,115.85461602025231,99.4456982015762
689,108.37334899108181,93.02032299723841
690,113.04571214293327,96.87019730827676
691,109.75500894443385,94.08447236879398
692,107.92113363881069,92.5178767011991
693,112.18465368803203,96.22724286812723
694,109.80412821647127,94.1938857159659
695,112.78754845723861,96.71435621421037
696,112.78849387064268,96.62420730621497
697,116.08610873845413,99.60166116860995
698,113.42327903200447,97.27520472509832
699,112.11809606564097,96.08229616740823
700,110.374192751322,94.70089247522222
701,114.56665784612248,98.27568873258011
702,116.91304716318812,100.16236210171309
703,119.73955801124237,102.4391303094811
704,111.87412741197957,95.91994862280055
705,111.90983653742143,95.84283066235876
706,112.9908506511824,96.81924635264174
707,110.7445715382159,94.84626394440089
708,112.0532996038497,96.03592729572904
709,111.18234989384482,95.23239818938444
710,113.65753822675987,97.39527589191147
711,112.78476465253148,96.66929839904381
712,113.2999834335401,97.11650207710089
713,113.27878095634432,97.04203849067423
714,109.62619578097559,93.99602841541767
715,114.9244077444108,98.38323123731391
716,114.0981193069111,97.86756559924001
717,111.73905617669894,95.72700333781162
718,117.45745021907824,100.58220962672938
719,117.90143535737559,100.9891867859025
720,111.0307663231992,95.07417258782537
721,117.42705621765205,100.36450939274201
722,114.39521657608896,98.01872363141747
723,111.88837317302864,96.02094071200386
724,111.9142512904713,95.91748539840873
725,111.37542099536545,95.52143697771788
726,110.41545350679526,94.74126092075991
727,115.83951397521496,99.4026409050102
728,113.50918177853032,97.2596120255563
729,110.10098128605043,94.48012436050651
730,113.09581204234289,97.08199996349137
731,117.70139364689099,100.76073516577607
732,119.06793091926082,101.92087169179744
733,115.32941576876387,98.87250701099416
734,113.39246724114014,97.2560116693895
735,116.45767155521268,100.01509094869994
736,113.59410901179203,97.39746634259335
737,114.44021204183419,98.01652552661069
738,113.96259116563144,97.71631161538886
739,119.68198819920326,102.47154571514724
740,117.46219971027199,100.57413722888043
741,112.4607233620178,96.42182893124026
742,109.4204503010723,93.69478926373097
743,113.17203569370224,96.96421724722934
744,111.77748474673947,95.83586373952915
745,110.96194818203975,95.0936197811383
746,111.28519964608702,95.28694893179049
747,112.56219377501506,96.42178564307648
748,111.54107523915991,95.655534085473
749,114.4314714829652,98.0786682818355
750,111.286805603804,95.39724827491848
751,111.28600190757493,95.3954778072644
752,110.85359940616974,94.92194428967696
753,114.74198786378261,98.28094981822842
754,113.13570105099723,96.96200367258831
755,108.39373910605802,92.85084176715597
756,110.135476748409,94.47127817005853
757,109.8893659355829,94.14377611318874
758,111.76381564819235,95.81901703426473
759,112.70084133736819,96.62986053842315
760,110.80115882209827,95.0302007639865
761,110.16606030399507,94.46779917153438
762,110.6528549456015,94.86461458573646
763,116.94456041717196,100.46021280529106
764,117.43192371477086,100.52912019465514
765,112.46578928066566,96.27231258643778
766,110.95661325286908,95.15672133352088
767,112.43065884682787,96.35458230553998
768,122.07861658242449,104.47172055797539
769,112.05452164905529,96.0790020606054
770,111.17080807700597,95.23914791254654
771,111.00652987563163,95.11980577947352
772,113.62885999019008,97.36818609471791
773,109.09842412270115,93.57476370681547
774,110.79888941978447,95.04592100603573
775,118.29157160231895,101.14276488995759
776,109.45609088743933,93.8833862123546
