企业代号,企业名称,CORAL平均违约风险,预测不确定性,修正违约风险,预测信誉评级,是否放贷,贷款额度_万元,贷款年利率,客户流失率,预期损失_万元,预期净收益_万元
E159,个体经营E159 ,0.01778561456411293,0.025673326495682658,0.022920279863249463,A,是,94,0.0745,0.511096611982035,0.6320072598416907,2.7133089316844408
E139,个体经营E139 ,0.0193476436790811,0.021434394668119573,0.023634522612705017,A,是,94,0.0745,0.511096611982035,0.6517018973259819,2.6911688767125175
E174,***工程技术有限公司,0.021123380390723902,0.018415643296236957,0.024806509049971295,A,是,94,0.0745,0.511096611982035,0.684018428415811,2.654839709679034
E209,***工程检测有限公司,0.01751375536294643,0.04889757147133571,0.02729326965721357,A,是,90,0.0745,0.511096611982035,0.7205636882969804,2.4680635370665995
E204,***科技发展有限公司,0.02050845246554722,0.04394275890461952,0.029297004246471123,A,是,91,0.0745,0.511096611982035,0.7820578930642536,2.4353571042813953
E177,***电力工程有限公司,0.026265681195064,0.02447435865565585,0.03116055292619517,A,是,93,0.0745,0.511096611982035,0.8500850943156502,2.431729797022627
E136,***机械有限责任公司,0.023004603881113965,0.05068723705985692,0.03314205129308535,A,是,89,0.0745,0.511096611982035,0.8652541461071159,2.268984045004367
E206,***建设工程有限公司,0.027537338156482634,0.03083842413920466,0.03370502298432357,A,是,92,0.0745,0.511096611982035,0.9096131961503063,2.3283869868028293
E154,***汽车销售服务有限公司,0.026182043775845387,0.03865886445458914,0.033913816666763213,A,是,91,0.0745,0.511096611982035,0.9052996608474362,2.296812816998467
E150,***建设工程有限公司,0.03029484501872991,0.019236593499794126,0.03414216371868874,A,是,93,0.0745,0.511096611982035,0.9314258490112678,2.340289231952303
E144,***劳务有限公司,0.028667591965079415,0.030872473137334426,0.0348420865925463,A,是,92,0.0745,0.511096611982035,0.940299662775258,2.293890283905279
E176,***科技有限公司,0.030162973719158485,0.037917803254466746,0.037746534370051835,A,是,90,0.0745,0.511096611982035,0.9965380611305648,2.1578223462728454
E156,个体经营E156 ,0.0314787308425184,0.034481050052765534,0.038374940853071506,A,是,91,0.0745,0.511096611982035,1.0243854674538397,2.162940522738435
E138,个体经营E138 ,0.03585448107146773,0.019482582874918827,0.03975099764645149,A,是,92,0.0745,0.511096611982035,1.0727787379397244,2.1449617235745584
E188,***硬质合金有限公司,0.03653016186423781,0.028366189728888658,0.04220339981001554,A,是,91,0.0745,0.511096611982035,1.1265828293534361,2.0480536550696384
E143,***电子科技有限公司,0.03692076036210511,0.028234863624441636,0.04256773308699344,A,是,91,0.0745,0.511096611982035,1.1363083873855633,2.037120506915189
E196,***地质制图印刷厂,0.03730051596356808,0.026556535840085608,0.0426118231315852,A,是,91,0.0745,0.511096611982035,1.1374853325465244,2.035797424396742
E152,***运贸有限责任公司,0.037967065464904755,0.030102128589638476,0.04398749118283245,A,是,91,0.0745,0.511096611982035,1.174207587445464,1.9945154895145172
E158,***装饰工程有限公司,0.038876169027652105,0.04030106324300478,0.04693638167625306,A,是,89,0.0985,0.708302023264193,0.7311126202520241,1.7060333709777211
E220,***文化传播有限公司,0.031079262473987783,0.08653325312759015,0.04838591309950581,A,是,84,0.0985,0.708302023264193,0.7113492768634774,1.5853799430301692
E205,个体经营E205 ,0.045975400502158696,0.030356210579423386,0.05204664261804337,A,是,90,0.0985,0.708302023264193,0.8198226187690434,1.6314923984126344
E273,个体经营E273 ,0.03132847342297572,0.10655062834860267,0.052638599092696255,A,是,81,0.0985,0.708302023264193,0.7462322406823737,1.4585736071922395
E142,***运业有限公司,0.05114558053515665,0.026974934796625563,0.05654056749448176,A,是,89,0.0985,0.708302023264193,0.8807138721632911,1.531872580211021
E182,***新材料科技有限公司,0.050164514191901224,0.041348607105969895,0.0584342356130952,A,是,88,0.0985,0.708302023264193,0.8999838302634067,1.4807068866143258
E148,***商贸有限公司,0.056167083339041635,0.0390906491009721,0.06398521315923605,A,是,87,0.1025,0.731275401311664,0.8975477180122146,1.3454728222972685
E161,***建筑劳务有限责任公司,0.05719711045469743,0.0498001145935824,0.0671571333734139,A,是,86,0.1225,0.814421028872806,0.6430883085089586,1.1806889559954512
E178,***贸易有限公司,0.061163792462147995,0.03786198190441204,0.0687361888430304,A,是,87,0.1225,0.814421028872806,0.6658627408850316,1.175998167639011
E221,***测绘服务有限公司,0.056997813464578474,0.06709726054382183,0.07041726557334284,A,是,83,0.1225,0.814421028872806,0.6507845919956289,1.103221076074342
E224,***纸业有限公司,0.06348970834988388,0.035856621269985726,0.07066103260388103,A,是,87,0.1225,0.814421028872806,0.684509130275377,1.1535448070814702
E325,***通讯器材有限公司,0.054191977454296957,0.08289740266067118,0.0707714579864312,A,是,82,0.1225,0.814421028872806,0.6461777624280323,1.0860350427155752
E163,***物流有限公司,0.06676393895255403,0.03356489055967532,0.0734769170644891,A,是,87,0.1225,0.814421028872806,0.7117872289962398,1.1206974298717647
E213,***科技有限公司,0.0652756976201153,0.04664783780245571,0.07460526518060644,A,是,85,0.1225,0.814421028872806,0.7061035859973092,1.0820746353901478
E185,***生态魔芋有限公司,0.0667348976206424,0.04068232976927509,0.07487136357449742,A,是,86,0.1225,0.814421028872806,0.7169588119427376,1.091736558110609
E153,个体经营E153 ,0.054305243053048194,0.10500382587434912,0.07530600822791803,A,是,79,0.1225,0.814421028872806,0.6624250263624057,0.9982703571720232
E208,个体经营E208 ,0.06602593345382557,0.047534970104843075,0.07553292747479419,A,是,85,0.1225,0.814421028872806,0.7148834713168607,1.0715021901511879
E235,个体经营E235 ,0.07208934340681059,0.05453362888174731,0.08299606918316005,A,是,83,0.1225,0.814421028872806,0.7670357913052903,0.9632352569056246
E261,***医疗器械有限公司,0.07042984813439482,0.0690128464862012,0.08423241743163506,A,是,82,0.1225,0.814421028872806,0.7690828558359425,0.9380368260702161
E223,***科技有限公司,0.07051001014486577,0.07020901927916783,0.08455181400069933,A,是,81,0.1225,0.814421028872806,0.7625844783505202,0.9231285316624978
E168,***建材有限公司,0.07574799929874956,0.061108676157740155,0.08796973453029759,A,是,82,0.1225,0.814421028872806,0.803206374963679,0.8969464217872339
E228,***文化发展有限公司,0.07614400375654658,0.0620796336663959,0.08855993048982576,A,是,82,0.1225,0.814421028872806,0.8085951505431661,0.890457437860268
E155,个体经营E155 ,0.08058517904770271,0.04360106898740132,0.08930539284518298,A,是,84,0.1225,0.814421028872806,0.8352894271840741,0.9037799276646705
E216,***建设工程有限公司,0.07971620319008604,0.05393778543854969,0.09050376027779598,A,是,83,0.1225,0.814421028872806,0.8364206168316803,0.8796843628342633
E130,个体经营E130 ,0.07755656731486325,0.06492737530913524,0.09054204237669031,A,是,81,0.1225,0.814421028872806,0.81661117470582,0.8580713848013244
E181,***食品有限公司,0.08222406738413389,0.06029051751270999,0.09428217088667588,A,是,81,0.1425,0.874434681686885,0.5753545408137564,0.7373364423721065
E149,***建筑劳务有限公司,0.08792689911617504,0.04258734287871627,0.0964443676919183,A,是,83,0.1425,0.874434681686885,0.6030813728913927,0.7388106033952692
E151,***路桥工程有限公司,0.08814557297331566,0.0468900798785859,0.09752358894903283,A,是,83,0.1425,0.874434681686885,0.6098299083732501,0.7304592907364708
E207,个体经营E207 ,0.09144022415297835,0.041254834854224244,0.0996911911238232,A,是,83,0.1425,0.874434681686885,0.623384256094527,0.7136857854313906
E170,***建筑劳务有限公司,0.0972468830114165,0.05143983007701757,0.10753484902682,A,是,81,0.1425,0.874434681686885,0.6562286708233434,0.6372547064852425
E415,***广告设计服务部,0.09229760950669673,0.09393215381492091,0.11108404026968091,A,是,76,0.1425,0.874434681686885,0.6360426111442032,0.5727696660400841
E189,***石油工程技术服务有限公司,0.0964150177128102,0.08390606568989194,0.11319623085078859,B,是,77,0.1425,0.842070843722875,0.8259167177191257,0.7108057290733357
E222,***数码科技有限公司,0.10314212857637806,0.10576733993207268,0.1242955965627926,B,是,74,0.1425,0.842070843722875,0.8715675020190946,0.5867981691936535
E211,个体经营E211 ,0.12453048627543324,0.06914557962204222,0.1383596021998417,B,是,76,0.15,0.885864918999995,0.7201008088318577,0.40101391236023526
E133,个体经营E133 ,0.1288224550827678,0.059436731315994085,0.1407098013459666,B,是,76,0.15,0.885864918999995,0.7323325605797131,0.38572422267541584
E219,***品牌营销策划有限公司,0.12786156133466028,0.09941389520701271,0.14774434037606282,B,是,72,0.15,0.885864918999995,0.7284734894641353,0.3220670129698852
E227,***安全技术有限公司,0.13283747715309419,0.07986899390062074,0.14881127593321833,B,是,74,0.15,0.885864918999995,0.7541156642364275,0.32425481880452134
E190,***劳务有限公司,0.13327051038011986,0.09715523039100124,0.15270155645832012,B,是,71,0.15,0.885864918999995,0.7424585523474011,0.2874654222158023
E312,***家居用品有限公司,0.1269785271846788,0.13328046403966615,0.15363461999261205,B,是,68,0.15,0.885864918999995,0.7154320717282802,0.269887736539701
E234,***机电设备商贸有限公司,0.14187910955446797,0.07086983476117577,0.15605307650670314,B,是,74,0.15,0.885864918999995,0.7908141954162289,0.27838165482976945
E237,个体经营E237 ,0.13813734881547104,0.09561874924625792,0.15726109866472263,B,是,71,0.15,0.885864918999995,0.7646277507789606,0.259753924176353
E200,个体经营E200 ,0.1499234155295577,0.07263397424285549,0.1644502103781288,B,是,73,0.15,0.885864918999995,0.8221057679905309,0.22214692696189092
E301,***企业管理咨询有限公司,0.14240685717256357,0.11490734815101172,0.1653883268027659,B,是,69,0.15,0.885864918999995,0.7814916571500842,0.2044335169124467
E230,***建筑劳务有限公司,0.1516159539229138,0.09491927680452482,0.17059980928381877,B,是,70,0.15,0.885864918999995,0.8177997681501507,0.1761686403123643
E258,***国际货运有限公司,0.15997602118425686,0.07464237886077901,0.17490449695641266,B,是,71,0.15,0.885864918999995,0.8504126783066135,0.15252276476678672
E330,***酒店管理有限公司,0.14689685228341942,0.14765388178037336,0.1764276286394941,B,是,64,0.15,0.885864918999995,0.7732447367196466,0.12914085670048991
E172,***物流有限公司,0.16846048067593897,0.06457496188962375,0.18137547305386373,B,是,62,0.15,0.885864918999995,0.770088520273111,0.09884560295865785
E179,***园林有限公司,0.18556567863042062,0.07806786018252522,0.20117925066692566,B,是,10,0.15,0.885864918999995,0.13776966042233924,-0.0010094540279165303
E184,***建筑装饰工程有限公司,0.18398080400986574,0.09278740844185103,0.20253828569823595,B,是,10,0.15,0.885864918999995,0.13870034186262192,-0.002172805828269868
E198,***商贸有限公司,0.19409256988021836,0.08074879015246536,0.21024232791071143,B,是,10,0.15,0.885864918999995,0.14397615075431197,-0.008767566942882457
E310,***律师事务所,0.18832371083880314,0.11303793743687623,0.2109312983261784,B,是,10,0.15,0.885864918999995,0.14444796491936757,-0.00935733464920193
E232,***投资发展有限责任公司,0.19012029405823422,0.12977518005467492,0.2160753300691692,B,是,10,0.15,0.885864918999995,0.1479706517972847,-0.013760693246598328
E265,***净化工程有限公司,0.19622691944857534,0.10729422877054832,0.217685765202685,B,是,10,0.15,0.885864918999995,0.14907349466373918,-0.015139246829666435
E199,***建筑劳务有限公司,0.18618077378805528,0.16919499768407736,0.22001977332487077,B,是,10,0.15,0.885864918999995,0.15067184790022123,-0.017137188375268994
E246,***物业服务有限公司,0.2036809457533586,0.09607218175164345,0.22289538210368728,B,是,10,0.15,0.885864918999995,0.1526410949455885,-0.019598747181978113
E299,***压缩天然气有限责任公司,0.20798727606471568,0.11178283963970273,0.23034384399265623,B,是,10,0.15,0.885864918999995,0.15774187975172602,-0.02597472818965
E289,***运业有限公司***分公司,0.2145402444331106,0.09163054628720248,0.2328663536905511,B,是,10,0.15,0.885864918999995,0.1594693208438812,-0.028134029554843957
E157,***环境设备工程有限公司,0.20951129295282675,0.11879066871227316,0.2332694266952814,B,是,10,0.15,0.885864918999995,0.15974534946414404,-0.02847906533017254
E187,个体经营E187 ,0.18996888292413733,0.2229867750279002,0.23456623792971737,B,是,10,0.15,0.885864918999995,0.16063341939584846,-0.029589152744803025
E355,***地毯经营部,0.20036891225377498,0.1771573106943169,0.23580037439263837,B,是,10,0.15,0.885864918999995,0.16147856898681176,-0.030645589733507145
E375,***电器经营部,0.2095121102553748,0.1633004442744437,0.24217219911026355,B,是,10,0.15,0.885864918999995,0.16584206136839566,-0.036099955210487034
E259,***文化传媒有限公司,0.22631269679775784,0.13119273044830923,0.2525512428874197,B,是,10,0.15,0.885864918999995,0.17294973938164554,-0.04498455272704939
E281,***商业管理有限责任公司,0.2350209396334983,0.13341252177004437,0.26170344398750717,B,是,10,0.15,0.885864918999995,0.17921726266496643,-0.05281895683120054
E253,***钢结构工程有限公司,0.24628898684315517,0.11014016386597325,0.2683170196163498,B,是,10,0.15,0.885864918999995,0.18374630860555213,-0.05848026425693263
E243,***科技有限公司,0.263529584065479,0.09090257318469115,0.2817100987024172,B,是,10,0.15,0.885864918999995,0.19291802960351878,-0.06994491550439094
E212,***建电管理咨询有限公司,0.2647497852009989,0.09167396355554412,0.2830845779121077,B,是,10,0.15,0.885864918999995,0.19385928737910388,-0.07112148772387233
E166,***建筑工程有限公司,0.24011793588289548,0.21966333653131023,0.28405060318915754,B,是,10,0.15,0.885864918999995,0.19452083161856867,-0.07194841802320331
E321,***生物流有限公司,0.25328202912713677,0.16531240960136281,0.2863445110474093,B,是,10,0.15,0.885864918999995,0.19609172377381737,-0.07391203321726418
E229,***家贸易有限公司,0.2621606085629519,0.1258108305001898,0.2873227746629899,B,是,10,0.15,0.885864918999995,0.19676164895583925,-0.0747494396947915
E341,***纺织品有限公司,0.25475579379932556,0.18693129400240152,0.29214205259980586,B,是,10,0.15,0.885864918999995,0.2000619410219194,-0.07887480477739175
E214,***建筑工程有限公司,0.27918417785281086,0.08933431458078238,0.2970510407689673,B,是,10,0.15,0.885864918999995,0.20342366759581126,-0.08307696299475655
E201,***物流有限责任公司,0.2771803030014986,0.10131541692966761,0.2974433863874321,B,是,10,0.15,0.885864918999995,0.20369234998947214,-0.08341281598683264
E410,***网络科技有限公司,0.27429492470117933,0.14340744933401722,0.3029764145679828,B,是,10,0.15,0.885864918999995,0.2074814257068469,-0.0881491606335511
E304,***环保科技有限公司,0.27596156041957587,0.13709964372880343,0.3033814891653366,B,是,10,0.15,0.885864918999995,0.20775882503872703,-0.08849590979840125
E314,***房地产营销策划有限公司,0.28258579721859706,0.12142256283112357,0.30687030978482177,B,是,10,0.15,0.885864918999995,0.2101480059827236,-0.09148238597839696
E250,***塑料厂,0.28263471384149025,0.12387878331744595,0.30741047050497944,B,是,10,0.15,0.885864918999995,0.2105179137080129,-0.09194477063500857
E183,***建设工程有限公司,0.28457965485689724,0.1178546509161189,0.308150585040121,B,是,10,0.15,0.885864918999995,0.21102475190251888,-0.09257831837814104
E366,***房地产经纪有限公司,0.26838188682426634,0.20050843905597507,0.30848357463546133,B,是,10,0.15,0.885864918999995,0.21125278666913685,-0.09286336183641353
E255,个体经营E255 ,0.29142452919662365,0.08636765698859339,0.30869806059434235,B,是,10,0.15,0.885864918999995,0.21139966890287834,-0.09304696462859038
E348,***酒店管理有限公司,0.2801301605008015,0.14585953258866707,0.3093020670185349,B,是,10,0.15,0.885864918999995,0.2118132988357768,-0.09356400204471343
E359,***厨房用品经营部,0.27477444454975675,0.18064565655149542,0.31090357586005585,B,是,10,0.15,0.885864918999995,0.2129100288838721,-0.09493491460483257
E306,个体经营E306 ,0.289669929641377,0.11733462495231126,0.31313685463183927,B,是,10,0.15,0.885864918999995,0.21443940160495065,-0.09684663050618075
E256,***物资有限公司,0.29262916436413494,0.10302683125134479,0.31323453061440387,B,是,10,0.15,0.885864918999995,0.21450629114204123,-0.096930242427544
E419,***科技有限公司,0.28142820639250454,0.1632709372248657,0.31408239383747766,B,是,10,0.15,0.885864918999995,0.21508691676789593,-0.0976560244598624
E272,个体经营E272 ,0.2981195554540967,0.1222130160932344,0.32256215867274357,B,是,10,0.15,0.885864918999995,0.22089394864590037,-0.1049148143073679
E402,***商贸有限公司,0.2871888435048811,0.18397687053869324,0.32398421761261975,B,是,10,0.15,0.885864918999995,0.22186778951963765,-0.10613211539953954
E311,***律师事务所,0.29697270547764265,0.1371943295733677,0.3244115713923162,B,是,10,0.15,0.885864918999995,0.22216044586920553,-0.10649793583649937
E358,***五金经营部,0.282053118957054,0.23866410972184973,0.32978594090142394,B,是,10,0.15,0.885864918999995,0.22584087046468132,-0.11109846658084413
E203,***建设工程有限公司,0.31991752848351146,0.08311377390076961,0.33654028326366536,B,是,10,0.15,0.885864918999995,0.23046631494037847,-0.11688027217546555
E186,***建筑劳务有限公司,0.31045594590208936,0.13498904730990494,0.33745375536407035,B,是,10,0.15,0.885864918999995,0.2310918702134043,-0.11766221626674783
E202,个体经营E202 ,0.3033896444326387,0.1716953684784114,0.337728718128321,B,是,10,0.15,0.885864918999995,0.23128016759762268,-0.11789758799702085
E260,***广告有限公司,0.3153875602665218,0.1154352768104889,0.3384746156286196,B,是,10,0.15,0.885864918999995,0.23179096602730836,-0.11853608603412792
E226,***建设工程有限公司,0.34498425881405753,0.10201069698687103,0.36538639821143176,B,是,10,0.15,0.885864918999995,0.2502204369369711,-0.14157292467120638
E322,***装饰工程设计有限公司,0.34649283125195596,0.12971838337832725,0.3724365079276214,B,是,10,0.15,0.885864918999995,0.2550484259980685,-0.14760791099757808
E343,***五金工具经营部,0.3342959261923577,0.19356375519809357,0.3730086772319764,B,是,10,0.15,0.885864918999995,0.25544025353745814,-0.14809769542181514
E282,***影城有限公司***分公司,0.33011754776523416,0.2318148345999433,0.3764805146852228,B,是,10,0.15,0.885864918999995,0.25781780423112893,-0.1510696337889036
E393,***商贸有限责任公司,0.34683428979867403,0.16331245297921285,0.3794967803945166,B,是,10,0.15,0.885864918999995,0.2598833746174156,-0.153651596771762
E313,***物流有限公司,0.36146297916888825,0.12056500862716155,0.38557598089432055,B,是,10,0.15,0.885864918999995,0.264046474866178,-0.15885547208271497
E292,***物流有限公司,0.36800800667926703,0.15007352916878386,0.3980227125130238,B,是,10,0.15,0.885864918999995,0.2725701271950941,-0.16951003749386007
E271,***科技有限公司,0.3682720200048358,0.17105074065890688,0.40248216813661714,B,是,10,0.15,0.885864918999995,0.27562400916798263,-0.17332738995997074
E294,个体经营E294 ,0.38066528988756065,0.11924565355382198,0.40451442059832504,B,是,10,0.15,0.885864918999995,0.27701571696395955,-0.17506702470494195
E382,***教育信息咨询有限公司***分公司,0.36943818098293435,0.18865399507608818,0.407168979998152,B,是,10,0.15,0.885864918999995,0.278833587076671,-0.17733936234583123
E388,***商贸有限公司,0.3774717926161663,0.16557260703088414,0.41058631402234314,B,是,10,0.15,0.885864918999995,0.28117381325060176,-0.18026464506324472
E280,个体经营E280 ,0.3876056489394984,0.12718586442230906,0.4130428218239602,B,是,10,0.15,0.885864918999995,0.28285605555209004,-0.18236744794010498
E370,***设计服务部,0.3855706610586771,0.14687029406210267,0.41494471987109766,B,是,10,0.15,0.885864918999995,0.28415849527807274,-0.1839954975975834
E389,***清洁服务有限公司,0.36780420876549713,0.2521692546394936,0.41823805969339584,B,是,10,0.15,0.885864918999995,0.286413808922344,-0.1868146396529225
E305,***劳务有限公司,0.39633029724994806,0.12762704661907268,0.4218557065737626,B,是,10,0.15,0.885864918999995,0.2888912114406645,-0.18991139280082306
E324,***汽贸有限公司,0.38238761684490863,0.21212005074207715,0.4248116269933241,B,是,10,0.15,0.885864918999995,0.29091545673976177,-0.1924416994246947
E283,***机械铸造有限责任公司,0.39969381352869504,0.13455532286098618,0.42660487810089226,B,是,10,0.15,0.885864918999995,0.29214349390225564,-0.19397674587781202
E231,***建筑科技有限公司,0.396439593848441,0.1547755853183353,0.42739471091210807,B,是,10,0.15,0.885864918999995,0.2926843796935631,-0.19465285311694638
E308,***餐饮文化服务有限公司,0.3922635347631125,0.23680671984259016,0.43962487873163053,C,是,10,0.15,0.895164738662031,0.27652913431502063,-0.18840852588682222
E276,***体育设施工程有限公司,0.42019712188584435,0.12294851427909875,0.4447868247416641,C,是,10,0.15,0.895164738662031,0.2797760580688668,-0.1924671805791299
E357,***家居经营部,0.4187653113041406,0.1830530572045156,0.4553759227450437,C,是,10,0.15,0.895164738662031,0.28643672320797275,-0.2007930120030124
E239,个体经营E239 ,0.4351678505002193,0.11507464636218798,0.45818277977265687,C,是,10,0.15,0.895164738662031,0.2882022687481416,-0.20299994392822346
E252,***印务有限公司,0.44077573601976816,0.09541346428327274,0.4598584288764227,C,是,10,0.15,0.895164738662031,0.28925627141836574,-0.20431744726600362
E215,***建筑工程有限公司,0.4424270189188631,0.09744745328728373,0.46191650957631986,C,是,10,0.15,0.895164738662031,0.29055082798653586,-0.20593564297621625
E248,***智能科技有限公司,0.44047514722909514,0.10878095678363041,0.4622313385858212,C,是,10,0.15,0.895164738662031,0.29074885907546294,-0.2061831818373751
E270,个体经营E270 ,0.4454104680650347,0.12275311079278371,0.46996109022359145,C,是,10,0.15,0.895164738662031,0.2956109622736024,-0.21226081083504936
E245,***建筑劳务有限公司,0.47095295285051064,0.10817536986440153,0.492588026823391,C,是,10,0.15,0.895164738662031,0.3098435671439082,-0.23005156692293166
E344,***机械有限公司,0.4701642877566563,0.12402960081723079,0.4949702079201025,C,是,10,0.15,0.895164738662031,0.3113419866108769,-0.2319245912566426
E352,***居装饰工程有限公司,0.47304870119529224,0.13797207959880514,0.5006431171150533,C,是,10,0.15,0.895164738662031,0.3149103121188724,-0.23638499814163685
E318,***商贸有限公司,0.4699577419878748,0.15841562004620843,0.5016408659971165,C,是,10,0.15,0.895164738662031,0.3155379077076769,-0.23716949262764267
E328,***科技有限公司,0.4750885847560121,0.13780563853695962,0.5026497124634041,C,是,10,0.15,0.895164738662031,0.3161724838053358,-0.23796271274971614
E340,***物流有限公司,0.45280053123232067,0.2564438357186307,0.5040892983760468,C,是,10,0.15,0.895164738662031,0.3170779999975579,-0.23909460798999382
E293,***物资有限公司,0.46180342831720866,0.21999751089954261,0.5058029304971172,C,是,10,0.15,0.895164738662031,0.3181558944250553,-0.24044197602436557
E266,***煤矿机械有限公司,0.4810883381651182,0.12525544813425,0.5061394277919682,C,是,10,0.15,0.895164738662031,0.31836755511612663,-0.24070655188820467
E346,个体经营E346 ,0.47938222436637823,0.1349787098758936,0.506377966341557,C,是,10,0.15,0.895164738662031,0.31851759862323853,-0.2408941062720946
E302,***机电设备有限公司,0.4846699102276199,0.11833656665714273,0.5083372235590484,C,是,10,0.15,0.895164738662031,0.31974999407778265,-0.24243460059027472
E288,个体经营E288 ,0.4854633298262411,0.1149808504232066,0.5084594999108824,C,是,10,0.15,0.895164738662031,0.31982690731758245,-0.24253074214002443
