企业代号,企业名称,信誉评级,是否违约,TOPSIS安全度,Logistic违约概率,融合违约风险,是否放贷,贷款额度_万元,贷款年利率,客户流失率,预期损失_万元,预期净收益_万元
E72,***图书有限公司,C,否,0.4330808557129812,0.4665043512783066,0.4765458305791778,是,10,0.15,0.895164738662031,0.2997528401297258,-0.21743815815520368
E78,个体经营E78,C,否,0.49024255633772346,0.49594090094138515,0.4973225552134743,是,10,0.15,0.895164738662031,0.31282164027042675,-0.23377415833107984
E105,***建材经营部,C,否,0.4354465887191275,0.4914254120106902,0.4987382119377084,是,10,0.15,0.895164738662031,0.3137121047263263,-0.23488723890095434
E94,***汽车美容有限公司,C,否,0.35864686356339703,0.49504941698158067,0.5096797889270829,是,10,0.15,0.895164738662031,0.3205944832251098,-0.2434902120244337
E61,***调味品有限公司,B,否,0.5523929187639752,0.5197934607115279,0.5125748227639776,是,10,0.15,0.885864918999995,0.35101661348837876,-0.26756814536046597
E29,***建筑劳务有限公司,C,是,0.39749699850061687,0.5062751940172948,0.5158979747655036,是,10,0.15,0.895164738662031,0.32450579404962315,-0.24837935055507543
E77,***机电设备有限公司,C,否,0.3550215250435063,0.5024034836281221,0.5166609827609593,是,10,0.15,0.895164738662031,0.3249857349052625,-0.2489792766246246
E70,***科技有限公司,B,否,0.5531619962983748,0.5270107144329078,0.5189934433597796,是,10,0.15,0.885864918999995,0.3554121521780398,-0.2730625687225422
E119,***药房,D,是,0.563888288643903,0.553638746912347,0.5418860433567221,否,0,0.15,0.895164738662031,0.0,-0.0
E28,***景观工程有限公司,B,否,0.5404577259758314,0.5637890430036406,0.5533643661056934,是,10,0.15,0.885864918999995,0.37894972048793846,-0.3024845291099155
E106,***财务管理有限公司,B,否,0.4899436269367231,0.5616494412854396,0.5564901344632234,是,10,0.15,0.885864918999995,0.3810902794359821,-0.3051602277949701
E67,***信息技术有限公司,B,否,0.565290342259716,0.5913016487340926,0.5756424496347118,是,10,0.15,0.885864918999995,0.3942059856965949,-0.321554860620736
E80,***实业有限责任公司,C,否,0.5070433258259103,0.5941874421497023,0.5840643653521411,是,10,0.15,0.895164738662031,0.3673832422793205,-0.30197616084219703
E89,***物资有限公司,A,否,0.40857480419941994,0.592563699654191,0.5924498492688299,是,10,0.15,0.922060686952494,0.2770508056026665,-0.22940453743207412
E100,***装饰工程有限公司,D,是,0.4696401086005574,0.6050245595968455,0.5975580927771053,否,0,0.15,0.895164738662031,0.0,-0.0
E98,***文化传播有限公司,B,否,0.4693805708316948,0.6114608470667882,0.6033767052769399,是,10,0.15,0.885864918999995,0.4131986947817981,-0.3452957469772401
E102,***大药房有限责任公司,D,是,0.5174661773683454,0.6233130808603405,0.6092351550374719,否,0,0.15,0.895164738662031,0.0,-0.0
E118,***体育用品有限公司,D,是,0.4958869472218178,0.6276004250134688,0.6152516877899402,否,0,0.15,0.895164738662031,0.0,-0.0
E76,***信息科技有限公司,B,否,0.5471911356243004,0.6350068400860781,0.6167870425150404,是,10,0.15,0.885864918999995,0.42238223434324607,-0.35677517142905
E96,***土地整理有限公司,C,否,0.36705780793894477,0.6188232658820579,0.6202351584999577,是,10,0.15,0.895164738662031,0.39013508959403836,-0.3304159699855943
E55,***集团有限公司***电力设备分公司,C,否,0.4886986253316955,0.6351034090039215,0.6227232055703599,是,10,0.15,0.895164738662031,0.391700099983119,-0.3323722329719452
E52,***商贸有限公司,D,是,0.5020668870078487,0.6497558624408717,0.6345735874959997,否,0,0.15,0.895164738662031,0.0,-0.0
E86,***地质工程勘察院***分院,C,否,0.41931019183523627,0.6520931337252556,0.6449528011692064,是,10,0.15,0.895164738662031,0.40568277276737363,-0.3498505739522635
E73,***商贸有限责任公司,C,否,0.5318970793468848,0.6647804867126181,0.6451127301066678,是,10,0.15,0.895164738662031,0.4057833699190993,-0.3499763203919205
E110,***通讯器材经营部,C,否,0.39071809866216345,0.6510880937510796,0.6469074745097552,是,10,0.15,0.895164738662031,0.40691228491029446,-0.3513874641309145
E60,***机械租赁有限公司,B,否,0.4883002629102748,0.6631075204802332,0.6479667421411824,是,10,0.15,0.885864918999995,0.4437344195975593,-0.38346540299694165
E116,***门窗有限公司,D,是,0.5541226301546728,0.6906537915664779,0.6661761493943628,否,0,0.15,0.895164738662031,0.0,-0.0
E103,***科技有限公司,D,是,0.5161711698082854,0.7038276433980196,0.6818277620773892,否,0,0.15,0.895164738662031,0.0,-0.0
E84,***建材有限公司,A,否,0.5494443223832932,0.7185684170277791,0.6917671430866719,是,10,0.15,0.922060686952494,0.323495135526066,-0.28745994983632345
E43,***建设工程有限公司,B,否,0.4333068796861628,0.7061879056142562,0.6922384270842142,是,10,0.15,0.885864918999995,0.4740521336794371,-0.42136254559928893
E122,***商贸有限责任公司,D,是,0.4588487016550114,0.7094759508531542,0.6926434856023376,否,0,0.15,0.895164738662031,0.0,-0.0
E114,***食品有限责任公司,D,是,0.5329280276429695,0.7282160220345143,0.7021016170667659,否,0,0.15,0.895164738662031,0.0,-0.0
E68,***花木总公司,C,否,0.4072983333394751,0.7242643989134315,0.7111081256881409,是,10,0.15,0.895164738662031,0.44729523717641756,-0.4018661544635683
E92,***地质灾害防治有限公司,C,否,0.5256603051650324,0.7377383979695491,0.711398527656091,是,10,0.15,0.895164738662031,0.4474779033736362,-0.4020944872100917
E111,***科技有限公司,D,是,0.44035785767596314,0.7306384350129016,0.7135388057440152,否,0,0.15,0.895164738662031,0.0,-0.0
E99,***建筑工程有限责任公司,D,是,0.4455984012776432,0.7433370931961948,0.724443543748811,否,0,0.15,0.895164738662031,0.0,-0.0
E85,***安防科技有限公司,B,否,0.538514666464111,0.760352504970706,0.7304657878272243,是,10,0.15,0.885864918999995,0.5002306311683563,-0.4540856674604379
E39,***建筑劳务有限公司,C,否,0.4813410394302178,0.7661845192771852,0.7414319634064449,是,10,0.15,0.895164738662031,0.4663692818882289,-0.4257087103533326
E87,***实业有限责任公司,C,是,0.5348765574786999,0.774937769934308,0.7439563371930072,是,10,0.15,0.895164738662031,0.4679571422020028,-0.4276935357455499
E109,***服饰有限公司,D,是,0.5281145888257534,0.7868104497868164,0.7553179459255593,否,0,0.15,0.895164738662031,0.0,-0.0
E108,***商贸有限公司,D,是,0.5166162736159117,0.7899358914320258,0.7592806749272321,否,0,0.15,0.895164738662031,0.0,-0.0
E112,***机械设备有限公司,D,是,0.39700270210614463,0.7812508813331793,0.763425522989247,否,0,0.15,0.895164738662031,0.0,-0.0
E82,***商贸有限公司,D,是,0.48658623720181715,0.8080050677861352,0.77854593728734,否,0,0.15,0.895164738662031,0.0,-0.0
E90,***文化传媒有限责任公司,C,否,0.4975545705507055,0.8233957856615471,0.7913007500403219,是,10,0.15,0.895164738662031,0.4977373255644484,-0.46491876494860696
E115,***装饰工程有限公司,D,是,0.4409280027860214,0.8435899694705817,0.8151381722449214,否,0,0.15,0.895164738662031,0.0,-0.0
E113,***美居科技有限公司,D,是,0.3958596805606871,0.880613366286812,0.852966061602062,否,0,0.15,0.895164738662031,0.0,-0.0
E107,***科技有限公司,D,是,0.3509375840053577,0.9094376894951405,0.8834001621450907,否,0,0.15,0.895164738662031,0.0,-0.0
E123,***创科技有限责任公司,D,是,0.3759125549943819,0.9400006803842297,0.9084093568463685,否,0,0.15,0.895164738662031,0.0,-0.0
E120,***陈列广告有限公司,D,是,0.4135617350486449,0.9466620107808864,0.9106396361979332,否,0,0.15,0.895164738662031,0.0,-0.0
E117,***人力资源管理咨询有限公司,D,是,0.34502385355165976,0.9514773664954272,0.9218272444907186,否,0,0.15,0.895164738662031,0.0,-0.0
E101,***灯饰工程有限公司,D,是,0.33855716762442345,0.9595196147124765,0.9297119364787865,否,0,0.15,0.895164738662031,0.0,-0.0
