企业代号,企业名称,行业,问题2额度_万元,平均冲击强度,企业暴露度,冲击前风险,冲击后平均风险,冲击后P95风险,稳健风险,调整后评级,调整后额度_万元,额度变化_万元,调整后利率,调整类别
E139,个体经营E139 ,其他/无法识别,94,0.08491180929721494,0.10522775637964912,0.023634522612705017,0.02602252782730625,0.028749385103577198,0.027249613601628177,A,94,0,0.0745,维持
E140,***建筑工程有限公司,建筑房地产,97,0.10624745976484203,0.16782510564113864,0.009836593713521352,0.011120903041817731,0.012597220338498588,0.011785245825324118,A,97,0,0.0745,维持
E141,***食品有限公司,其他/无法识别,97,0.08027463852054768,0.07091817066651226,0.00828904800323843,0.009092201687488474,0.010007902876831945,0.009504267222693036,A,97,0,0.0465,维持
E142,***运业有限公司,其他/无法识别,89,0.097607973982215,0.19165839051242028,0.05654056749448176,0.06291071325222822,0.07021726213224265,0.06619866024823472,A,88,-1,0.1225,调减
E143,***电子科技有限公司,科技信息服务,91,0.05147185713080109,0.19690127454902825,0.04256773308699344,0.04506769506201479,0.04832524313134784,0.046533591693214665,A,90,-1,0.0985,调减
E144,***劳务有限公司,其他/无法识别,92,0.09300339680975386,0.19390467020965615,0.0348420865925463,0.03866901362586139,0.04306042246140025,0.04064514760185388,A,91,-1,0.0985,调减
E145,***工贸有限公司,其他/无法识别,97,0.08412373937185634,0.08732676423388003,0.011974882043609667,0.013189059064722636,0.014577324660915944,0.013813778583009625,A,97,0,0.0745,维持
E146,***基础建设工程有限公司,建筑房地产,97,0.11095470819260606,0.17689059435108032,0.008717365856294236,0.009911662974167445,0.011290479099291062,0.010532130230473074,A,97,0,0.0585,维持
E147,***装饰工程有限责任公司,建筑房地产,99,0.09420603656893363,0.07579298952937137,0.002847698268629879,0.003177129239221377,0.0035523570602216175,0.0033459817586714855,A,99,0,0.0465,维持
E148,***商贸有限公司,批发零售,87,0.13323664081500042,0.26505329205388495,0.06398521315923605,0.07394168835880198,0.08492083186597557,0.07888230293703011,A,85,-2,0.1225,调减
E149,***建筑劳务有限公司,建筑房地产,83,0.11526449531917017,0.2253123735521307,0.0964443676919183,0.10879539713927483,0.12282109538778373,0.11510696135110385,B,81,-2,0.1425,调减
E150,***建设工程有限公司,建筑房地产,93,0.09767461317750711,0.10870989505958384,0.03414216371868874,0.03809983447499025,0.04259418488854964,0.04012229216109198,A,92,-1,0.0745,调减
E151,***路桥工程有限公司,建筑房地产,83,0.12635133827255438,0.312453429993561,0.09752358894903283,0.1112833510202258,0.12702142564442295,0.11836548460111451,B,80,-3,0.15,调减
E152,***运贸有限责任公司,其他/无法识别,91,0.10547759476258874,0.225192714760827,0.04398749118283245,0.04945286012793743,0.05577788566941963,0.052299121621604425,A,90,-1,0.0985,调减
E153,个体经营E153 ,其他/无法识别,79,0.12755543340950318,0.46708734195173657,0.07530600822791803,0.0863422734637406,0.09923821290820965,0.09214544621375167,A,77,-2,0.1425,调减
E154,***汽车销售服务有限公司,批发零售,91,0.13067399126647114,0.19876708243130742,0.033913816666763213,0.03928001708178716,0.04523379645889263,0.04195921780148462,A,90,-1,0.0985,调减
E155,个体经营E155 ,其他/无法识别,84,0.08460588258782356,0.0929910807093778,0.08930539284518298,0.09761899317107647,0.10700454961479425,0.10184249357074948,A,82,-2,0.1425,调减
E156,个体经营E156 ,其他/无法识别,91,0.10187261542336629,0.26540715213893873,0.038374940853071506,0.04300008663365726,0.04834321385049299,0.04540449388123334,A,90,-1,0.0985,调减
E157,***环境设备工程有限公司,建筑房地产,10,0.1127732476251745,0.2303354719621377,0.2332694266952814,0.2574525120966304,0.2840585890635021,0.2694252467317227,B,10,0,0.15,维持
E158,***装饰工程有限公司,建筑房地产,89,0.140443666965611,0.3765057897983593,0.04693638167625306,0.05486437080904807,0.06415095239605789,0.05904333252320249,A,88,-1,0.1225,调减
E159,个体经营E159 ,其他/无法识别,94,0.08068585003757098,0.07371187276150463,0.022920279863249463,0.025116226319008186,0.027614876985328732,0.026240619118852435,A,93,-1,0.0745,调减
E160,***钢结构工程有限公司,建筑房地产,95,0.10216118027592337,0.12835242644534928,0.020875058768890727,0.0234542092353983,0.026401796589981572,0.024780623544960773,A,95,0,0.0745,维持
E161,***建筑劳务有限责任公司,建筑房地产,86,0.11134934927585792,0.21933391188405843,0.0671571333734139,0.07575919369961907,0.08556495575096522,0.08017178662272484,A,84,-2,0.1425,调减
E162,***网络信息安全有限公司,科技信息服务,98,0.045759923214073475,0.1317059641684806,0.004069619041148885,0.004290377978696149,0.004577629896339738,0.004419641341635765,A,98,0,0.0465,维持
E163,***物流有限公司,交通物流,87,0.16866052149134653,0.2575966099974116,0.0734769170644891,0.08806489864866811,0.10247136346892508,0.09454780781778374,A,84,-3,0.1425,调减
E164,个体经营E164 ,其他/无法识别,97,0.08814916274530417,0.13267586846529703,0.010815583290088636,0.01196952742248165,0.013293951986772617,0.012565518476412586,A,97,0,0.0745,维持
E165,***文化传媒股份有限公司,其他/无法识别,96,0.08052811022612097,0.06711605618367152,0.011530095075744864,0.012646906514694845,0.013919840378204075,0.013219726753274,A,96,0,0.0745,维持
E166,***建筑工程有限公司,建筑房地产,10,0.14478407044519115,0.45864497583277575,0.28405060318915754,0.31935334561562473,0.3581128397467547,0.33679511797463324,B,10,0,0.15,维持
E167,***体育文化股份有限公司,其他/无法识别,99,0.0804439061993274,0.05454952118281883,0.002181938374650873,0.0023952905965378265,0.0026388186397583776,0.002504878215987075,A,99,0,0.0465,维持
E168,***建材有限公司,建筑房地产,82,0.13261732621764327,0.31528840079826403,0.08796973453029759,0.10120968566011783,0.11645532827789756,0.1080702248381187,A,80,-2,0.1425,调减
E169,***建筑设计有限公司,建筑房地产,96,0.09830588610802947,0.11990781441194068,0.01586780250768681,0.017760238803692832,0.019918087783677776,0.01873127084468606,A,95,-1,0.0745,调减
E170,***建筑劳务有限公司,建筑房地产,81,0.1064426276252395,0.1675764377528053,0.10753484902682,0.12000873751474508,0.13405696082306295,0.12633043800348814,B,79,-2,0.15,调减
E171,***质量检验测试站,其他/无法识别,95,0.08414730871964893,0.1054900001748297,0.016469482313434564,0.018131315161702095,0.020030009286104072,0.018985727517682988,A,95,0,0.0745,维持
E172,***物流有限公司,交通物流,62,0.14018740936658014,0.13189735194198604,0.18137547305386373,0.2067916186017735,0.2307344241733326,0.21756588110897512,B,68,6,0.15,调增
E173,***贸易有限责任公司,其他/无法识别,97,0.08429750786255634,0.08265510663074468,0.012662573965835804,0.013948279894196072,0.015418386125843401,0.014609827698437371,A,96,-1,0.0745,调减
E174,***工程技术有限公司,建筑房地产,94,0.10154084654324845,0.11619106172489023,0.024806509049971295,0.027837302310116555,0.03129648330691733,0.029393933758676907,A,94,0,0.0745,维持
E175,***食品集团有限公司,其他/无法识别,96,0.10103943431836178,0.23982738896253783,0.009434398800689168,0.010600774630716014,0.011955384153946872,0.011210348916169902,A,96,0,0.0585,维持
E176,***科技有限公司,科技信息服务,90,0.04335950209145192,0.07603966699467965,0.037746534370051835,0.03961339553684711,0.04202973471766332,0.04070074816821441,A,90,0,0.0985,维持
E177,***电力工程有限公司,建筑房地产,93,0.10587588279396706,0.17549267665658963,0.03116055292619517,0.03511219151365547,0.039632665864448864,0.0371464049715125,A,92,-1,0.0745,调减
E178,***贸易有限公司,其他/无法识别,87,0.08643233247477328,0.11121487480834406,0.0687361888430304,0.07544600806281612,0.08305806426525938,0.0788714333539156,A,86,-1,0.1225,调减
E179,***园林有限公司,其他/无法识别,10,0.08687923807368689,0.13941180097888406,0.20117925066692566,0.21782580193591017,0.2362916778215286,0.22613544608443847,B,66,56,0.15,调增
E180,***电气有限公司,其他/无法识别,98,0.10345493374418326,0.2193847691439854,0.005940393940036653,0.0066967606346555065,0.007577754417337109,0.007093207836862228,A,98,0,0.0465,维持
E181,***食品有限公司,其他/无法识别,81,0.09487648308427722,0.15028141036461362,0.09428217088667588,0.10412271679514146,0.11530435010041772,0.10915445178251579,A,80,-1,0.1425,调减
E182,***新材料科技有限公司,科技信息服务,88,0.04532907324579199,0.09177593134360781,0.0584342356130952,0.061390334199244535,0.06521589191832372,0.06311183517283017,A,87,-1,0.1225,调减
E183,***建设工程有限公司,建筑房地产,10,0.1269974692655503,0.2843435059003498,0.308150585040121,0.34031041866884176,0.3752485135885591,0.35603256138271455,B,10,0,0.15,维持
E184,***建筑装饰工程有限公司,建筑房地产,10,0.10601727853863864,0.17240221660961114,0.20253828569823595,0.22312086496209715,0.24584656312964162,0.23334742913749218,B,64,54,0.15,调增
E185,***生态魔芋有限公司,其他/无法识别,86,0.0970113173537113,0.21588026734227256,0.07487136357449742,0.08306670442708063,0.09242853164808015,0.08727952667653041,A,84,-2,0.1425,调减
E186,***建筑劳务有限公司,建筑房地产,10,0.13024458245994025,0.3068281547695306,0.33745375536407035,0.3718718983067294,0.40902382953717525,0.38859026736043006,B,10,0,0.15,维持
E187,个体经营E187 ,其他/无法识别,10,0.09168000032007365,0.17127072644996805,0.23456623792971737,0.2541410238123776,0.27577633365142273,0.2638769132399479,B,10,0,0.15,维持
E188,***硬质合金有限公司,其他/无法识别,91,0.07727904664017904,0.031532091405182726,0.04220339981001554,0.04598214390925775,0.05025627852661588,0.047905504487068915,A,90,-1,0.0985,调减
E189,***石油工程技术服务有限公司,建筑房地产,77,0.10332000163367216,0.1489152726459382,0.11319623085078859,0.12582704045949683,0.14000663005309547,0.1322078557766162,B,75,-2,0.15,调减
E190,***劳务有限公司,其他/无法识别,71,0.10243902434974499,0.27057960329327607,0.15270155645832012,0.16872355312185022,0.18680823208075414,0.176861658653357,B,69,-2,0.15,调减
E191,***商贸有限责任公司,批发零售,99,0.14008502069033113,0.28803641302979516,0.0027103411422026865,0.003191262654841088,0.003733881053605019,0.003435440934284857,A,99,0,0.0465,维持
E192,***建设工程有限公司,建筑房地产,0,0.1254980352298601,0.3085519888348041,0.7591094667539049,0.7842598189195487,0.8089631817574215,0.7953763321965914,D,0,0,0.15,维持
E193,个体经营E193 ,其他/无法识别,94,0.08084971508204393,0.06849114287699487,0.014826450780108535,0.016263219265804835,0.017900429994689472,0.016999964093802923,A,93,-1,0.0745,调减
E194,***文化传播有限公司,其他/无法识别,94,0.0846317300719083,0.09746295596809484,0.015734579542872204,0.01733328973497657,0.019160876234563782,0.018155703659790818,A,93,-1,0.0745,调减
E195,***医药有限公司,医疗健康,96,-0.01589486742967686,0.07043778598189564,0.014072859834954599,0.013824722093881477,0.014521968553178707,0.014138483000565232,A,96,0,0.0745,维持
E196,***地质制图印刷厂,其他/无法识别,91,0.08479007628826024,0.09796223845631755,0.0426118231315852,0.046816809851475995,0.05160242123970004,0.04897033497617682,A,90,-1,0.0985,调减
E197,***医疗设备有限公司,医疗健康,99,-0.016191343264059,0.08914329576111235,0.001405715395999489,0.0013801678430003309,0.0014520328048091818,0.001412507075814314,A,99,0,0.0465,维持
E198,***商贸有限公司,批发零售,10,0.11339772296999757,0.1357681221542892,0.21024232791071143,0.23287919265910317,0.2566804376201431,0.24358975289157114,B,64,54,0.15,调增
E199,***建筑劳务有限公司,建筑房地产,10,0.13332977333504428,0.3635791686595896,0.22001977332487077,0.24772787948862268,0.2785576410882849,0.2616012722084707,B,10,0,0.15,维持
E200,个体经营E200 ,其他/无法识别,73,0.08763909969712064,0.1277197994799322,0.1644502103781288,0.1788813696773399,0.19499718704015762,0.18613348749060787,B,70,-3,0.15,调减
E201,***物流有限责任公司,交通物流,10,0.14820433220074777,0.19026186829339692,0.2974433863874321,0.3344433524684487,0.3683519478258728,0.34970222037928955,B,10,0,0.15,维持
E202,个体经营E202 ,其他/无法识别,10,0.11485489343412783,0.3132510236783705,0.337728718128321,0.36799299384258377,0.40099157098387966,0.3828423535561669,B,10,0,0.15,维持
E203,***建设工程有限公司,建筑房地产,10,0.11534312018271661,0.22314885907540383,0.33654028326366536,0.366898933752582,0.39958944862642165,0.3816096654458099,B,10,0,0.15,维持
E204,***科技发展有限公司,科技信息服务,91,0.042127374882684074,0.06487117523817702,0.029297004246471123,0.03071671796805383,0.03255361639929379,0.03154332226211182,A,90,-1,0.0745,调减
E205,个体经营E205 ,其他/无法识别,90,0.09221343117968789,0.14095646860007333,0.05204664261804337,0.05759712311968689,0.06394165752795862,0.06045216360340917,A,89,-1,0.1225,调减
E206,***建设工程有限公司,建筑房地产,92,0.09912052192990921,0.12042021670736544,0.03370502298432357,0.037675870215281675,0.04219089960549735,0.03970763344087873,A,91,-1,0.0745,调减
E207,个体经营E207 ,其他/无法识别,83,0.10484631558928342,0.2549052312451018,0.0996911911238232,0.11117704687865332,0.12430558109310533,0.11708488727515673,B,81,-2,0.1465,调减
E208,个体经营E208 ,其他/无法识别,85,0.08994935255067625,0.13285024663720257,0.07553292747479419,0.08315973845399535,0.09182485876226527,0.08705904259271682,A,84,-1,0.1425,调减
E209,***工程检测有限公司,建筑房地产,90,0.0936914709849016,0.07968909393620235,0.02729326965721357,0.030344246473958815,0.03380206530303409,0.03190026494704269,A,90,0,0.0745,维持
E210,***建筑工程有限公司,建筑房地产,10,0.13455604273815006,0.33668348257408365,0.5136690536517522,0.5520835517324084,0.5918215522986432,0.569965651987214,C,10,0,0.15,维持
E211,个体经营E211 ,其他/无法识别,76,0.10156410121555391,0.23937248812607007,0.1383596021998417,0.1530226236794574,0.16961314962384105,0.16048836035443004,B,73,-3,0.15,调减
E212,***建电管理咨询有限公司,其他/无法识别,10,0.09301454544571383,0.18944385307953104,0.2830845779121077,0.30539451748573115,0.3298516699509845,0.31640023609509516,B,10,0,0.15,维持
E213,***科技有限公司,科技信息服务,85,0.04332290340996259,0.08232336666976682,0.07460526518060644,0.07814179974215502,0.08270424820577214,0.08019490155078272,A,85,0,0.1425,维持
E214,***建筑工程有限公司,建筑房地产,10,0.09982476804533391,0.13119746610148783,0.2970510407689673,0.3216913048392133,0.34834001794424874,0.33368322573647924,B,10,0,0.15,维持
E215,***建筑工程有限公司,建筑房地产,10,0.11732204018956398,0.24689387802112686,0.46191650957631986,0.495572720494494,0.5308617206219768,0.5114527705518612,C,10,0,0.15,维持
E216,***建设工程有限公司,建筑房地产,83,0.10215077995679744,0.1309853749414451,0.09050376027779598,0.10077398047667094,0.11234721742673087,0.10598193710419793,A,81,-2,0.1425,调减
E217,个体经营E217 ,其他/无法识别,0,0.09291637046100988,0.19882890049873408,0.9858906416305863,0.987286563227346,0.988646723875161,0.9878986355188628,D,0,0,0.15,维持
E218,***建设工程有限公司,建筑房地产,0,0.13459425167669903,0.373493500465908,0.6742703768325556,0.7070521539577527,0.7397104823124475,0.7217484017173654,D,0,0,0.15,维持
E219,***品牌营销策划有限公司,其他/无法识别,72,0.08521552783786944,0.11898857775079343,0.14774434037606282,0.1606159251717549,0.1750106977181459,0.16709357281763088,B,70,-2,0.15,调减
E220,***文化传播有限公司,其他/无法识别,84,0.08932631429651688,0.12421283265190546,0.04838591309950581,0.053396884737748125,0.05911521720272301,0.055970134346986826,A,83,-1,0.1025,调减
E221,***测绘服务有限公司,其他/无法识别,83,0.08471833866686004,0.11172707566059818,0.07041726557334284,0.07713412246858517,0.08474194835331714,0.08055764411671457,A,82,-1,0.1425,调减
E222,***数码科技有限公司,科技信息服务,74,0.045565715755664746,0.13082344006804533,0.1242955965627926,0.13014762314208567,0.13767632425508158,0.13353553864293383,B,73,-1,0.15,调减
E223,***科技有限公司,科技信息服务,81,0.04839892343924852,0.137779248677844,0.08455181400069933,0.08899248190221705,0.09473932918999158,0.09157856318171559,A,81,0,0.1425,维持
E224,***纸业有限公司,其他/无法识别,87,0.08374462765631381,0.08511462410375051,0.07066103260388103,0.07731772445064813,0.08485147163678727,0.08070791068441074,A,86,-1,0.1425,调减
E225,***物业服务有限责任公司***分公司,其他/无法识别,95,0.08367286341650566,0.08471286228415996,0.019077792831698658,0.02098560674157877,0.023163467920087274,0.0219656442719076,A,95,0,0.0745,维持
E226,***建设工程有限公司,建筑房地产,10,0.11727667842346105,0.230483493996644,0.36538639821143176,0.39729471286068363,0.4314508660021443,0.41266498177434097,B,10,0,0.15,维持
E227,***安全技术有限公司,科技信息服务,74,0.0427804322038494,0.07483620306297507,0.14881127593321833,0.1551846988622233,0.16335075074646083,0.15885942221013022,B,73,-1,0.15,调减
E228,***文化发展有限公司,其他/无法识别,82,0.08004844102481774,0.0690708754169935,0.08855993048982576,0.09634632777985018,0.10510866814768176,0.1002893809453744,A,81,-1,0.1425,调减
E229,***家贸易有限公司,其他/无法识别,10,0.10063029237281812,0.1882971733288825,0.2873227746629899,0.3117123527393197,0.338491434275773,0.3237629394307237,B,10,0,0.15,维持
E230,***建筑劳务有限公司,建筑房地产,70,0.13175001250666302,0.33847804772271695,0.17059980928381877,0.1933901040034303,0.21905564526260118,0.2049395975700572,B,66,-4,0.15,调减
E231,***建筑科技有限公司,建筑房地产,10,0.11771286610174911,0.24514374661734528,0.42739471091210807,0.460839846023351,0.4961663560018636,0.47673677551368165,C,10,0,0.15,维持
E232,***投资发展有限责任公司,其他/无法识别,10,0.13396365011001765,0.5071974848115341,0.2160753300691692,0.24356431660878566,0.27461763791235927,0.25753831119539383,B,10,0,0.15,维持
E233,***劳务有限公司,其他/无法识别,0,0.11796614448371709,0.3660018005455728,0.7366631851310653,0.7619220553413638,0.7872058732095805,0.7732997733820614,D,0,0,0.15,维持
E234,***机电设备商贸有限公司,制造业,74,0.08059778983762414,0.09375464328602251,0.15605307650670314,0.16874519452067546,0.18223129155648252,0.17481393818678864,B,72,-2,0.15,调减
E235,个体经营E235 ,其他/无法识别,83,0.10133858614598168,0.21094160142400012,0.08299606918316005,0.09241554202976973,0.10319275635318775,0.09726528847530785,A,82,-1,0.1425,调减
E236,个体经营E236 ,其他/无法识别,0,0.10990511004088693,0.3462147395932711,0.7778783805687536,0.7987724957246811,0.8196112460566933,0.8081499333740867,D,0,0,0.15,维持
E237,个体经营E237 ,其他/无法识别,71,0.10246578551043045,0.24188605914786465,0.15726109866472263,0.17366559006063598,0.1921650551085534,0.18199034933219882,B,69,-2,0.15,调减
E238,个体经营E238 ,其他/无法识别,93,0.08127436255394963,0.07429471034046649,0.02049654214473902,0.022480912312176575,0.02474087413231326,0.023497895131238088,A,92,-1,0.0745,调减
E239,个体经营E239 ,其他/无法识别,10,0.09093282807358517,0.16239398642830388,0.45818277977265687,0.48424060367333577,0.5119387131776826,0.4967047529502918,C,10,0,0.15,维持
E240,个体经营E240 ,其他/无法识别,10,0.1230933275591521,0.41076731107000447,0.5850581597428598,0.6188245639972643,0.653664711046909,0.6345026301696044,C,10,0,0.15,维持
E241,个体经营E241 ,其他/无法识别,10,0.10041332235272586,0.2040577991236667,0.5586110504193402,0.5867930562414202,0.6161908239851761,0.6000220517261103,C,10,0,0.15,维持
E242,个体经营E242 ,其他/无法识别,0,0.09656375202840727,0.2323600920979193,0.9460754613162288,0.9514097519769042,0.9566238742699064,0.9537561070087552,D,0,0,0.15,维持
E243,***科技有限公司,科技信息服务,10,0.050702990505854785,0.18342788022380058,0.2817100987024172,0.2937015671460091,0.30893763762195153,0.3005577988601832,B,10,0,0.15,维持
E244,个体经营E244 ,其他/无法识别,10,0.0925463683155355,0.16048806230630056,0.6038954587135632,0.6289714218270943,0.6549726855014917,0.6406719904805731,C,10,0,0.15,维持
E245,***建筑劳务有限公司,建筑房地产,10,0.10814194034607719,0.1807585237081396,0.492588026823391,0.5236342086986501,0.556006253685535,0.5382016289427483,C,10,0,0.15,维持
E246,***物业服务有限公司,其他/无法识别,10,0.08759776356743364,0.1247520235227915,0.22289538210368728,0.24094010385734602,0.2608897987092573,0.24991746654070612,B,10,0,0.15,维持
E247,***石化有限公司,其他/无法识别,10,0.10157783716236977,0.2181061002743074,0.6231006956330566,0.6500055593358933,0.6777330199131537,0.6624829165956605,C,10,0,0.15,维持
E248,***智能科技有限公司,科技信息服务,10,0.046971879304027825,0.15467053044540263,0.4622313385858212,0.47568770307588226,0.4924776134811646,0.4832431627582593,C,10,0,0.15,维持
E249,***建筑工程有限公司,建筑房地产,0,0.15097729080144598,0.45763106135798876,0.7985641887898559,0.8247066662740798,0.8497726533577966,0.8359863604617525,D,0,0,0.15,维持
E250,***塑料厂,其他/无法识别,10,0.08613014051762286,0.11097132550439259,0.30741047050497944,0.32897516143765476,0.3524683197198519,0.3395470826646435,B,10,0,0.15,维持
E251,***医疗器械有限责任公司,医疗健康,10,-0.018086430879652445,0.19618650126601447,0.5250091371987421,0.5198162508204931,0.5340433460157484,0.526218443658358,C,10,0,0.15,维持
E252,***印务有限公司,其他/无法识别,10,0.08602962021125987,0.1171586445326292,0.4598584288764227,0.48451684493308267,0.5107223346443035,0.49630931530313205,C,10,0,0.15,维持
E253,***钢结构工程有限公司,建筑房地产,10,0.09805001119243893,0.1098592174035275,0.2683170196163498,0.2911569995741016,0.31597738357842614,0.30232617237604764,B,10,0,0.15,维持
E254,***设备安装工程有限公司,建筑房地产,10,0.12336704153454787,0.29262797028374776,0.5208234029317583,0.5559925716667496,0.5923788745711557,0.5723664079737324,C,10,0,0.15,维持
E255,个体经营E255 ,其他/无法识别,10,0.10115957808574136,0.2271932331280655,0.30869806059434235,0.3341725060147336,0.36203075828463854,0.34670871953619087,B,10,0,0.15,维持
E256,***物资有限公司,其他/无法识别,10,0.07973728137509037,0.05695613971788728,0.31323453061440387,0.33336043286880407,0.3552275258606076,0.3432006247151157,B,10,0,0.15,维持
E257,***门窗安装有限公司,其他/无法识别,10,0.08617579846312173,0.12369687958002111,0.614125557797334,0.6372556995931823,0.6612438544081668,0.6480503692599253,C,10,0,0.15,维持
E258,***国际货运有限公司,交通物流,71,0.13671111248333181,0.10792600717055048,0.17490449695641266,0.19899162441558826,0.2216834973248694,0.20920296722476478,B,68,-3,0.15,调减
E259,***文化传媒有限公司,其他/无法识别,10,0.07911723206048307,0.06064297432314515,0.2525512428874197,0.27019532946271463,0.2895400667343755,0.27890046123496204,B,10,0,0.15,维持
E260,***广告有限公司,其他/无法识别,10,0.08238338397577313,0.09193765805093287,0.3384746156286196,0.3600665127587321,0.38345031269263025,0.37058922272898626,B,10,0,0.15,维持
E261,***医疗器械有限公司,医疗健康,82,-0.019123473162729627,0.18894277174241017,0.08423241743163506,0.08257380086909857,0.08723768357395234,0.08467254808628277,A,82,0,0.1425,维持
E262,个体经营E262 ,其他/无法识别,10,0.09347145066474362,0.1787409954112568,0.564596928336663,0.590753432488525,0.6180497175009149,0.6030367607441005,C,10,0,0.15,维持
E263,***通信工程有限公司,建筑房地产,10,0.12151727167686105,0.2816725787601576,0.5851700581350164,0.6185008138067865,0.6525223504650423,0.6338105053030016,C,10,0,0.15,维持
E264,个体经营E264 ,其他/无法识别,10,0.10343035730206743,0.25738262356309183,0.6616338273757166,0.6875971808729723,0.7141478604996878,0.6995449867049943,D,0,-10,0.15,退出
E265,***净化工程有限公司,建筑房地产,10,0.1012916713971873,0.12755799231622353,0.217685765202685,0.238332179866099,0.2610123177013724,0.24853824189197204,B,19,9,0.15,调增
E266,***煤矿机械有限公司,制造业,10,0.11393930674951747,0.349649631573654,0.5061394277919682,0.5387766510583205,0.5715891804013873,0.5535422892627007,C,10,0,0.15,维持
E267,***林园艺场,其他/无法识别,10,0.10873211936473381,0.32066735160614174,0.6645511962289269,0.6916801441968193,0.7193489426617927,0.7041311035060573,D,0,-10,0.15,退出
E268,***建筑劳务有限公司,建筑房地产,10,0.12042840683295566,0.26886099105688177,0.5626993872026712,0.5963170514194933,0.6308050790274587,0.6118366638430778,C,10,0,0.15,维持
E269,***节能服务有限公司,其他/无法识别,0,0.12024607262177031,0.3917403381853356,0.8055133202148047,0.826062189486336,0.8463148045091188,0.8351758662465882,D,0,0,0.15,维持
E270,个体经营E270 ,其他/无法识别,10,0.10031179955390022,0.21319882848974672,0.46996109022359145,0.4987619933907184,0.5293021847138416,0.5125050794861239,C,10,0,0.15,维持
E271,***科技有限公司,科技信息服务,10,0.0463622035492964,0.14536541284256216,0.40248216813661714,0.4153855554410325,0.4315730001077725,0.42266990554106554,B,10,0,0.15,维持
E272,个体经营E272 ,其他/无法识别,10,0.08761604463951314,0.12758525874173926,0.32256215867274357,0.34504122065127923,0.3694784041808528,0.3560379532395873,B,10,0,0.15,维持
E273,个体经营E273 ,其他/无法识别,81,0.09171456325823318,0.1502334811847613,0.052638599092696255,0.05821608587976174,0.06458823514392824,0.06108355304863667,A,80,-1,0.1225,调减
E274,***建筑劳务有限公司,建筑房地产,10,0.13387331559384524,0.37410632639509755,0.5371487376409073,0.575018770209568,0.6139798803130897,0.5925512697561528,C,10,0,0.15,维持
E275,***网络工程有限公司,建筑房地产,10,0.10769257454663629,0.18997011636713274,0.6449370750405505,0.6726161325576638,0.70065499108295,0.6852336188940427,D,0,-10,0.15,退出
E276,***体育设施工程有限公司,建筑房地产,10,0.1195667913249198,0.27690904888602025,0.4447868247416641,0.4789677903000804,0.5149360085030524,0.4951534884914178,C,10,0,0.15,维持
